CaseID,Feature__NGTDM_Coarseness(IBSI:QCDE),Feature__NGTDM_Contrast(IBSI:65HE),Feature__NGTDM_Busyness(IBSI:NQ30),Feature__NGTDM_Complexity(IBSI:HDEZ),Feature__NGTDM_Strength(IBSI:1X9X)
1 Benign,0.0004358144135262325,0.0365235672749424,0.8243998219183961,718.1252282209143,0.6745616624048968
1 Malignant,0.002000405,0.075827793,0.3954749202786372,1060.9804384026768,2.580624341391472
2 Benign,0.00030418154606301994,0.076740233,1.4915960640158423,812.6011782092182,0.3795323011608125
2 Malignant,0.0009139777482221578,0.0472328857129207,0.6639419837238828,912.7481248588952,1.2968793441582935
3 Benign,0.00037240774167926,0.036679131,1.2460580775287653,981.6315731,0.5015760731660821
3 Malignant,0.001569561,0.054033888,0.3950249753262178,844.2007784237226,2.074630981180236
4 Benign,0.0009376026291996162,0.066828443,0.9587236111533818,813.0947716835251,1.371350463818943
4 Malignant,0.000923059374373503,0.1029321299465195,0.9008812547351412,848.8710164003277,1.2095545071101574
5 Benign,0.0007206461698771905,0.068664521,0.7494930340590795,863.4801457243766,0.906304195585374
5 Malignant,0.001742902,0.03813138,0.2066638292914732,1047.962174375679,3.0801131990013446
6 Benign,0.002946702,0.1233271889790406,0.2977158826342944,1033.3052449669754,4.223977751842722
6 Malignant,0.0006863877228586098,0.034661716,0.6785346461472361,957.9690524162704,1.075147860858305
7 Benign,0.0007723786326270507,0.0502352912100706,0.564925244,1121.9380680085292,0.9805540088255812
7 Malignant,0.0008616806615850119,0.063699046,0.6328255835512554,1136.3254489387637,1.2755407726183532
8 Benign,0.0004447359326402567,0.045501515,0.927982446,1048.415117345285,0.7035157316898311
8 Malignant,0.0004986492356296655,0.0558605982535349,1.1814141786344945,942.6320607353548,0.6647376972906215
9 Benign,0.00134537,0.0605443807214379,0.3756298130373541,771.1081337149666,1.706546332349893
9 Malignant,0.001043236,0.05260701,0.4503279800418914,752.7768197,1.383767718648238
10 Benign,0.0026017,0.063447599,0.1870962027872353,933.2837567563364,3.170726062858612
10 Malignant,0.00047409857231778886,0.031300985,0.8230099831318923,965.1860759,0.7555229645114114
11 Benign,0.00254868,0.037165291,0.1612337126730564,1020.9638493354428,3.759487033035947
11 Malignant,0.001729723,0.1039857835508615,0.4954581240149944,782.9372565,2.160761011168841
12 Benign,0.00331144,0.026804462,0.091253064,1017.6852227195448,6.609450367962997
12 Malignant,0.00155749,0.0290359384314708,0.2534164885674557,1027.0583376190336,2.555105043904778
13 Benign,0.001220957,0.048758284,0.463795416568948,830.4303285914491,1.7746828868421676
13 Malignant,0.0006792942896046216,0.067373027,0.9448945339825092,835.7372398881714,1.025778655923998
14 Benign,0.0005205596679278763,0.0315575111605494,0.6186647381257253,1320.8461430611874,0.8071148333756599
14 Malignant,0.00044361144391174005,0.05711455,1.301194128212628,921.2708961146092,0.6477820102996302
15 Benign,0.001898225,0.041991779,0.2517732152856491,1051.0973128145797,2.917600242499763
15 Malignant,0.0006509021726243284,0.053701856,0.8259651217459824,700.7448963443094,0.8850834259604934
16 Benign,0.008549269,0.057707591,0.043051185,1022.9065557839824,13.708042043253796
16 Malignant,0.0006075754614573517,0.0232463457964528,0.5738735118278021,1047.9203531511614,1.1225099503772376
17 Benign,0.0007139116087292396,0.068281641,0.7640130485792043,1198.899311689634,1.0953115535610736
