CaseID,Image_filename,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35,Feature__36,Feature__37,Feature__38,Feature__39,Feature__40,Feature__41,Feature__42,Feature__43,Feature__44,Feature__45,Feature__46,Feature__47,Feature__48,Feature__49,Feature__50,Feature__51,Feature__52,Feature__53,Feature__54,Feature__55,Feature__56,Feature__57,Feature__58,Feature__59,Feature__60,Feature__61,Feature__62,Feature__63,Feature__64,Feature__65,Feature__66,Feature__67,Feature__68,Feature__69,Feature__70,Feature__71,Feature__72,Feature__73,Feature__74,Feature__75,Feature__76,Feature__77,Feature__78,Feature__79,Feature__80
102 Malignant,102 Malignant_img.png,0.0656987291839052,0.06500314354127085,0.09577656213380796,0.18041331630321125,0.2520262410427909,0.1566176468452412,0.08933622811894332,0.061214945313875974,0.03391207919258799,0.05224569529114201,0.04844402047837601,0.0865268520331887,0.1734485158894819,0.292275979092512,0.17529633640468248,0.09529259165434088,0.048615222659418145,0.02785360104277468,0.076832377037765,0.05703930172103432,0.08532746551977036,0.13650315069539154,0.24934654247454163,0.16103978600875843,0.11306821212431273,0.0728515917556325,0.04799056274004214,0.07394609287335746,0.05934389218893344,0.08374234012643404,0.14354793176536607,0.2597193427523994,0.1666864124658595,0.09337614848662573,0.07415398155322338,0.04548245532156356,0.06460051430851584,0.049572595343127746,0.0883481557353265,0.16268825546099927,0.27230616175901246,0.17994275744987714,0.09100144894675921,0.05933892369641873,0.03219949259924177,0.06966557970547889,0.062150556444642006,0.09289920339271225,0.1591097777626714,0.24534577396464302,0.17355443767133033,0.09830412806973989,0.05878841125969761,0.04018089433993885,0.06687307516335976,0.04700938843221398,0.07708796626109332,0.14238297171419007,0.2801186119862597,0.19461560226208,0.09531887984917724,0.056015523425804944,0.04057688309325165,0.06967996739932568,0.06383425417166996,0.10930865376420876,0.16681411806541727,0.2487103197835552,0.17861775213034478,0.08888310939697869,0.049484356196365695,0.024665577861168197,0.06466054862595727,0.05510944910451357,0.08285548305698723,0.17992503631681306,0.283961680556322,0.15378709050366676,0.08941642509669814,0.05217653853211427,0.03810653483599323
24 Benign,24 Benign_img.png,0.09006748316485098,0.0453525562185498,0.09373260196233404,0.17789988780085808,0.21750186127746968,0.1479329075841155,0.10898048267145327,0.07959708809450955,0.038934244822794256,0.11330711665198656,0.0873544182182059,0.08948810425528732,0.18736614042706728,0.22355353271170084,0.14998143348276563,0.06546162253519011,0.03568488890963203,0.04780180279961647,0.08208760023836745,0.03953122968948734,0.0627597691379556,0.1196756568578088,0.2053779557614781,0.15405636596933317,0.15532900949040326,0.12054709811518192,0.06063443900723768,0.09203427064047984,0.06465505407995507,0.10645740861536193,0.20429605377777407,0.2700975323069483,0.10500875315347787,0.0715467838679733,0.05158572316939768,0.034317606345224475,0.07605746624003576,0.055255051039287684,0.10564941918261986,0.18075243159803797,0.2960517160351669,0.11381642258705235,0.07898951060484302,0.051548039871291425,0.04187870857892193,0.12133781379386915,0.06752213629646717,0.08506732520674626,0.1109548384266093,0.25156720333681815,0.121472559645073,0.07853516935318587,0.06343351923792447,0.10010844578806137,0.09323975662577462,0.07950560810416135,0.10545125223611772,0.17078834673449023,0.26720320722460267,0.12115305469223574,0.06159834315838828,0.0562663260639297,0.04479323130404629,0.06457502594119824,0.045342931722699785,0.09324414595501539,0.12235693957685818,0.3783541274108667,0.13207747973278722,0.07948346447865061,0.05982245845121725,0.024742023547183183,0.11605204663399826,0.09252063859855139,0.07942081172646191,0.11756774999431922,0.20241292780619563,0.1132201273099506,0.16512182491810068,0.07320730857482764,0.0404755136234214
36 Benign,36 Benign_img.png,0.09755527970965498,0.07889374341934562,0.12026771994570733,0.16406237568400056,0.26182025722126195,0.11729442361758112,0.06189085679049074,0.05402116335554021,0.044193343164701075,0.07565597016583377,0.050821519068880765,0.10647054347897934,0.16980387368370667,0.22579739452431716,0.18347475129759047,0.09037806220414532,0.05784878363244265,0.039748020961249804,0.06377169630278637,0.04368348582108657,0.08244038087595135,0.18498392807232264,0.303514589016366,0.15465147765229953,0.08312361897000065,0.053070743220749374,0.0307592735196215,0.10503031442496645,0.062129282860230145,0.11260168404359544,0.15759174428526002,0.23083354221315922,0.14038526934177248,0.08656710119167309,0.06154425240901918,0.04331553069572721,0.08638141264281357,0.07678904630816567,0.10534202784948729,0.14251250716511474,0.2524521817943085,0.1263557961044692,0.0931368733952256,0.07399241817588859,0.04303622297178883,0.11381213710858668,0.06772740963133013,0.11470937401595299,0.15957579601168026,0.22535534216510036,0.12359634176921287,0.08534079268954853,0.05426058903354231,0.05562099879621034,0.07281375973440256,0.03967687664198448,0.04303951412484719,0.07635410423590833,0.2047145748361172,0.2866499632536071,0.14976951999202964,0.07048958992661396,0.056491268849644755,0.07191144459199726,0.03841979933162862,0.09329409561625376,0.26999526120553174,0.2921460281400938,0.13208198252102907,0.05355538058767373,0.03009412275741264,0.018500460043334103,0.07908827493830191,0.060789959005993786,0.17336506036548446,0.2759239728431386,0.21303859751970572,0.07973350341866922,0.05236470127454912,0.036591169489945695,0.029103948702370014
106 Malignant,106 Malignant_img.png,0.07990193477020333,0.08980518728503564,0.13225084115909427,0.1853455995015741,0.2298489988885875,0.11516228308720998,0.07219307853820875,0.054161509160848526,0.04132923212867474,0.06501921532472024,0.05226503505172291,0.08903711185656794,0.14541034816937437,0.27920811700826437,0.16645209910955266,0.09762789684579949,0.06213035410148468,0.0428490004426337,0.05747471611785315,0.04631785645664624,0.09133465338032505,0.14872973845293633,0.31598442048804165,0.17073433087076528,0.08174577277195214,0.0503156790534016,0.03736203934904597,0.07571776371478672,0.051343785583689246,0.08392919374271718,0.11666511529950252,0.22756251137683292,0.18664726215168767,0.13141990422545796,0.07415104836067074,0.0525622292269885,0.06952137667173999,0.0477251357434753,0.08264497653632112,0.15532915380701787,0.3154629727803665,0.15926408743895662,0.08741494140266304,0.052243614986526174,0.030392242114456822,0.04882636158688335,0.03611421303892084,0.06253101125658074,0.14035510946652388,0.33922966295818574,0.17800501443262595,0.10360872578962027,0.057916730778362305,0.0334122267270308,0.07632501467529669,0.06807843147618055,0.09684732866763467,0.1353060859662481,0.2548113840144623,0.1613322481173087,0.0977898267577336,0.058543975634258914,0.05096481714630774,0.052836858834448185,0.048713638944861436,0.08432164830447506,0.16003532623504865,0.30973614659304705,0.17621711355673114,0.09131374788646504,0.04741700447585446,0.029407610899750886,0.06971614827591949,0.0748995901655783,0.13135385070758607,0.21499515200525549,0.22893520003377804,0.1324925435303866,0.07204497311873277,0.04043096084399391,0.035130722862067434
23 Benign,23 Benign_img.png,0.11543360161616685,0.08600336773215636,0.13803520017424672,0.14022105833635212,0.2529647602067535,0.11400097426151277,0.06194274194201349,0.057499011651293314,0.03389834150354048,0.08455688172903657,0.05405607465303212,0.12446997149376453,0.14548133700338658,0.2650596944708792,0.16496543315701945,0.08526676648274811,0.0438037196352116,0.03233942993642343,0.14594876219718209,0.10717300226854473,0.0907208505528646,0.07319507429248398,0.21094129499217745,0.18293971900466924,0.09495766011583816,0.047677010035222615,0.04644561877928408,0.12341009368634188,0.07426368977486886,0.10341117657081658,0.14237396853661036,0.2184441858595675,0.11838830555257715,0.074295921276982,0.06995485149277704,0.07545693870645678,0.05439234263090241,0.04243557181912775,0.04459871115289895,0.0675473954848157,0.2359230534090031,0.3209027929877572,0.1411539152585284,0.05879363349092946,0.03425206273608096,0.15749327845878935,0.11264519534797081,0.0783151477388155,0.14418391404579495,0.20484242462663638,0.07471168158070372,0.04567715820877689,0.0678462845676138,0.1142840155832654,0.09648628355715626,0.08800947950817153,0.12819216400469702,0.18099286978247425,0.2652167126491342,0.11465314519026344,0.05159007655376937,0.04419177134596802,0.030666847059256975,0.05386050767004444,0.02932008530198847,0.0355442740230549,0.06811768561044346,0.6111368653989979,0.07899263294037155,0.08102682292462329,0.022333538110390058,0.01966706342197677,0.04396221083938618,0.044650610598792925,0.07797261953953599,0.2447669004308995,0.3463521153488057,0.13114093504696026,0.056006757583454365,0.028432764953779,0.026714509790604937
34 Malignant,34 Malignant_img.png,0.04392130208806502,0.027827834229013592,0.070526559827663,0.17022195105670448,0.38602830999854193,0.20057826945072546,0.055657687019965596,0.02883532226880447,0.01640194997759218,0.11054935883792068,0.08111796263352021,0.10445752870047348,0.11770420342266699,0.21619788096044038,0.11131380724328696,0.10002426497043104,0.08790522402245092,0.07072884228301816,0.04658631167406589,0.049929282777856736,0.09415666151058456,0.17232112422974272,0.2600622487769633,0.1977534430773418,0.11323164490452749,0.04081574787449805,0.02514267105114523,0.06831990060591356,0.05702862701532091,0.11541479817207899,0.19732863280539045,0.2725312100150063,0.14921556787758508,0.07581210533526281,0.03558652859672521,0.028761594359622483,0.06159394807505355,0.06354921499426543,0.10265446355677922,0.19350052111515023,0.2842153905913585,0.15389500009837853,0.07684685826245188,0.03714693461405908,0.026596509493688063,0.05886696471477195,0.050314314776025396,0.08014633294228879,0.13572679587907174,0.2790825422912299,0.14402901231099172,0.1473969126655647,0.07104916372757929,0.033386939193859225,0.07422003814154442,0.05992058763292911,0.11427454464610601,0.20119083340814317,0.3125377254846507,0.10974847245846385,0.06051200240257508,0.040250256119141466,0.027344514135811356,0.06916040046003948,0.058114135833533836,0.09007954244881805,0.17134951344937652,0.2731828486153389,0.19440046110301934,0.07517830793371114,0.04118123640438555,0.027352249288865666,0.06330458328751973,0.04432789008999631,0.08620279502558238,0.17997281611265306,0.3125847853473265,0.20319371462158295,0.06064150541489497,0.02774210417345491,0.022028526843303278
38 Malignant,38 Malignant_img.png,0.09698991757647643,0.06027553741167703,0.17120478050248675,0.11392802081633961,0.23625301821344102,0.1819545766243064,0.06636504528012632,0.043100202218331315,0.0299279968624623,0.07805839663740666,0.05820405334357061,0.07087247767226554,0.1136693308640862,0.29031957018859705,0.1616124262415626,0.12220489342239786,0.059913156413107106,0.04514484974816043,0.06726483399421246,0.037632610402011275,0.09377780531856139,0.14470345043974311,0.27379966505638337,0.15901645468764053,0.14539200103783845,0.04805502791974127,0.030357351832880984,0.07221621978280182,0.0589227716715077,0.08064565813584106,0.13623741895213384,0.32687762065625625,0.13005056623326425,0.0989214082391416,0.06185517125548438,0.03427223297965742,0.08477583817874702,0.0651417321986466,0.14167517207452274,0.18427403803940479,0.24434485726129607,0.10577289801903698,0.07459309813461952,0.06295797477713912,0.03646352788949821,0.11217766556766184,0.08209863417840019,0.07684058109897754,0.07399352494809484,0.15464660028420513,0.09743496381835555,0.1596516926724745,0.14726442408119506,0.09589103976298693,0.05782267675105558,0.06785018852239279,0.0818360991254348,0.17076767827780465,0.3152424966390356,0.17537694585449767,0.07531264816080036,0.034162413190089516,0.02162789492364173,0.10125019809994389,0.052292122058510464,0.12900181527843924,0.1832477840389501,0.25147331868125034,0.1446039785111155,0.07637350227214906,0.033142422842819964,0.028613950152915096,0.07606890952012163,0.049643414581592646,0.08527970905917509,0.15748918041031673,0.24494897499206242,0.15928690350850838,0.11522507636772392,0.08119648020310939,0.030860610837351934
15 Malignant,15 Malignant_img.png,0.08331965359410785,0.07677860316288214,0.1107612623543738,0.18303106756778495,0.24893184367809965,0.1340821783908156,0.07177061848160704,0.048760849601608036,0.04256299934062283,0.056041637618154255,0.05071925698871169,0.08081514869929823,0.15577357194104133,0.30386847737541617,0.16517374839881507,0.09328915046515002,0.05684437370636424,0.03747387321139529,0.05927009771560316,0.04993100289964017,0.08455162744293453,0.1630439723113063,0.2881459953241169,0.16629790381985118,0.091050184071005,0.05729769401821516,0.04041056977195389,0.06541452460827603,0.06963708249301387,0.10943738776828837,0.16415412471725938,0.26072073232674825,0.15517127821177895,0.08501641987992925,0.055248725394601926,0.035198744542668206,0.05279098176020097,0.04246819484300527,0.08868240905576384,0.17582746835094276,0.31608729945138636,0.1690150473644595,0.07848849511304361,0.048773778593064566,0.027864847594087156,0.07050673381128528,0.05485686023113265,0.08033960671435819,0.14471816882879895,0.27806779525862774,0.1693841497690538,0.09053422295089997,0.06915112368421797,0.042440203076842146,0.05684553267580035,0.045853943054074475,0.09009296886418323,0.17713424032529174,0.33170226176874934,0.14649577882957468,0.07165405310784194,0.044743390539311,0.035476864761876746,0.058912528956653304,0.03168783238114886,0.07029147751448829,0.132597863299082,0.3464160205175429,0.18687449941276507,0.09501717910912566,0.051163825211125905,0.027036372585658136,0.0674302625768689,0.053095431791493085,0.07981516577686945,0.14333127304431312,0.27110318811775636,0.18736264071424935,0.10513018911223172,0.059213448400676355,0.033516959958094235
44 Malignant,44 Malignant_img.png,0.06253643304179868,0.046016131433984274,0.06769249442387643,0.14127563287864223,0.29365494359723,0.18678666997451204,0.09436046993543318,0.06362125771897179,0.04405513921455772,0.060336223230313096,0.05759220865412115,0.08801477984242498,0.1558163415826958,0.29617200071847266,0.16148977902956166,0.09260694904871707,0.05503454848715421,0.03293632508891151,0.07269468815340015,0.06481974328588383,0.08729559670422998,0.1355879889996789,0.25245375968700345,0.16972887355234992,0.09941919077132877,0.07014483783302455,0.04785437507497446,0.05748209613555794,0.05446876025818692,0.08905347694696736,0.16002802574231678,0.28162701822333236,0.16006959318785233,0.09824072989057883,0.06225986837828117,0.03676945066041858,0.05758517397854486,0.050956471843558476,0.08819542899328879,0.16566212786561701,0.30088256636645044,0.16687418085214334,0.08302031985704529,0.05136972219230866,0.0354529123275563,0.07170809408828843,0.06173675809656632,0.09775733244047359,0.15476786628930225,0.255095999994925,0.1742503124467607,0.08950283057805937,0.05564666291360447,0.03953306116047103,0.07068000241999688,0.06084475688996144,0.08808402849173985,0.1399956947870257,0.23308022041516185,0.18815405835801077,0.10839573957147827,0.06809158827817435,0.04267258137410459,0.05126782944185628,0.04617454187763129,0.08080045565139483,0.14673818077453477,0.2926537521333175,0.21668104543120506,0.09755785926654863,0.043816019185689455,0.024309100967503095,0.06954402362416591,0.052307459441324436,0.08875129168721362,0.15536744785321954,0.2520898445451938,0.18014477924237152,0.10156810306871086,0.06170552383000804,0.03852005560664777
45 Benign,45 Benign_img.png,0.07478513890193378,0.07912237578207082,0.11009501614975584,0.16397718165544325,0.2799951832296595,0.13140933365539884,0.06875981861844635,0.05432102561214955,0.03753430356483149,0.06750415955669592,0.05649232316127499,0.08342431017715961,0.13741298099904647,0.28596978812815904,0.15614015419543895,0.09769172587645919,0.06497395114574565,0.05038998692564522,0.0792623188440539,0.048073480043908594,0.06137060491039287,0.09817542242515744,0.20863608294992697,0.20780108219352075,0.138028866035215,0.0963581352116029,0.06229325676531787,0.08684299747290339,0.07634003304085285,0.14326150432067897,0.17845397650829659,0.22379630193121006,0.11786166929288165,0.07015073722125094,0.05862614360950892,0.0446658679814685,0.07714115651405552,0.07611765880609761,0.08121745220725231,0.12742701636830253,0.22268466271376042,0.17737899890212844,0.107580301325839,0.08327078520512846,0.04718105449539569,0.07422518112397974,0.06185943876190837,0.09001478237080132,0.15559877842287967,0.2663887764613001,0.17395577549069188,0.08144201798107521,0.0545602676983654,0.041954141407493525,0.06895826128725331,0.05495571031881912,0.08347300770568,0.15404427203377383,0.2542743166342903,0.1745885851299349,0.1046698484659664,0.06387095176157412,0.04116422546149833,0.06919509967131214,0.058487072235611615,0.10042782788089431,0.15423535466511493,0.23491558327211512,0.17144014914530997,0.09876341082522071,0.0659455207211251,0.046589161298929774,0.06577806195599721,0.06551325181033243,0.09899382323764573,0.17709161989935157,0.2645352643444691,0.1481443066766421,0.0780942249079119,0.05766251567912258,0.04418603843212053
