CaseID,Feature__GLCM_JointMaximum(IBSI:GYBY),Feature__GLCM_JointAverage(IBSI:60VM),Feature__GLCM_JointVariance(IBSI:UR99),Feature__GLCM_JointEntropyLog2(IBSI:TU9B),Feature__GLCM_JointEntropyLog10(IBSI:No),Feature__GLCM_DifferenceAverage(IBSI:TF7R),Feature__GLCM_DifferenceVariance(IBSI:D3YU),Feature__GLCM_DifferenceEntropy(IBSI:NTRS),Feature__GLCM_SumAverage(IBSI:ZGXS),Feature__GLCM_SumVariance(IBSI:OEEB),Feature__GLCM_SumEntropy(IBSI:P6QZ),Feature__GLCM_AngularSecondMoment(IBSI:8ZQL),Feature__GLCM_Contrast(IBSI:ACUI),Feature__GLCM_Dissimilarity(IBSI:8S9J),Feature__GLCM_InverseDifference(IBSI:IB1Z),Feature__GLCM_NormalisedInverseDifference(IBSI:NDRX),Feature__GLCM_InverseDifferenceMoment(IBSI:WF0Z),Feature__GLCM_NormalisedInverseDifferenceMoment(IBSI:1QCO),Feature__GLCM_InverseVariance(IBSI:E8JP),Feature__GLCM_Correlation(IBSI:NI2N),Feature__GLCM_Autocorrelation(IBSI:QWB0),Feature__GLCM_ClusterTendency(IBSI:DG8W),Feature__GLCM_ClusterShade(IBSI:7NFM),Feature__GLCM_ClusterProminence(IBSI:AE86)
1 Benign,0.0265148636403495,41.754919470345776,128.4767248707477,7.872976208,2.37000199382842,1.0765718628511292,1.6146652348097184,7.868865806614736,83.50983894069155,511.1332272722967,7.86221482,0.007553646,2.7736722106924763,1.0765718628511292,0.6370302667484304,0.983818449214554,0.6022083620287226,0.9993260963565408,0.4053278746051448,0.9892055459326068,1870.5631887404647,511.1332272722967,-9730.505823,860358.7648458031
1 Malignant,0.0181221101832357,32.158540762156115,153.9632551925015,8.775695184597556,2.6417474833678054,1.8671817549938987,3.460565436,8.774286092442349,64.31708152431223,608.9060876273956,8.774286092442342,0.003496788,6.946933142609624,1.8671817549938987,0.5033670298282982,0.9723959391660636,0.440380812,0.9983180716788072,0.3675541179479312,0.977439639,1184.6615325724538,608.9060876273956,5651.668075468788,836807.7673945563
2 Benign,0.0224811414509033,39.06677191473553,207.81712005926835,8.239223644,2.4802534577312483,1.252348119051535,5.486215611663897,8.238128327487273,78.13354382947107,824.2138888141144,8.229699522,0.00587904,7.054591422955798,1.252348119051535,0.6282767557614801,0.9817502574271358,0.5907805574782531,0.9985507409270784,0.3855729793741727,0.9830269242953984,1730.5024921857605,824.2138888141144,-11084.18464,1465151.167283767
2 Malignant,0.0155927787083565,30.5860040945468,133.02890145317522,8.376398794300336,2.521547292728016,1.4376028289596132,2.496387628,8.372919387586244,61.1720081890936,527.5525163,8.371904748,0.00477542,4.563089521682483,1.4376028289596132,0.5747653279175997,0.9785794250426098,0.5256473481811529,0.9988929977894058,0.3800227963330504,0.9828492550421868,1066.2510031639677,527.5525163,710.8891102168639,663034.7071641544
3 Benign,0.022222141,35.80435675743093,92.5913076342448,8.057048932169252,2.425413405115377,1.388157484474209,4.352105115431425,8.055375399953858,71.60871351486186,364.0861442198462,8.056872339109534,0.006086889,6.279086317133224,1.388157484474209,0.5934285349105906,0.9796115139624484,0.5501634698759489,0.9985641990811036,0.3992970160017018,0.9660924633339396,1371.4037272890662,364.0861442198462,906.6782019900164,297588.8773146368
3 Malignant,0.0138322985830463,34.852275805640154,159.0242382321228,8.431207605210405,2.538046389,1.3927665150015769,2.134045564256214,8.427457070900097,69.70455161128031,632.0231087989256,8.420921903512852,0.004239972,4.073844129565846,1.3927665150015769,0.5698529138106773,0.9791729327690032,0.5210160098210787,0.999010944557388,0.4022896469667196,0.9871911220111635,1371.6684449997526,632.0231087989256,2314.997709673925,783731.1483
4 Benign,0.016860397,29.80810499808216,192.40568585579305,8.422985574072024,2.535571310840666,1.3649083601554295,2.118433703641226,8.415913660032729,59.61620999616432,765.6413348879097,8.402414169358842,0.004382377,3.9814085352634137,1.3649083601554295,0.5821276021663772,0.9795889659479816,0.5335008178260651,0.999032740859912,0.3792910760012916,0.9896536099815488,1078.9381051648504,765.6413348879097,8280.065241,1426056.9644938747
4 Malignant,0.0296274034492096,31.524795735714704,241.508445786958,8.541391522,2.571215052772952,1.5360608202276167,2.9120020604897445,8.526592448463063,63.04959147142941,960.7622982439028,8.516301243,0.004968953,5.271484904,1.5360608202276167,0.5695981854728851,0.9771970478505816,0.5157658292884201,0.9987224044357588,0.3396236814796328,0.9890863342547916,1232.6854495135292,960.7622982439028,-1880.871057,1687031.0435145092
5 Benign,0.018369466,37.37624427480917,157.98563108536808,8.368276877572436,2.519102352170616,1.4334412213740466,3.038693593109958,8.362312165,74.75248854961835,626.8490770132279,8.354579714183908,0.004972936,5.093447328244272,1.4334412213740466,0.5814553896119707,0.978743257,0.5353407624580223,0.9987725227463956,0.3906765836527489,0.9838800298063424,1552.422543511449,626.8490770132279,-760.1518216,888105.5806774182
5 Malignant,0.017745657,40.36863294,126.84185319534576,8.304440414,2.499885661857079,1.3984492471434522,2.211014453886312,8.298906716930212,80.73726588,503.2007380306611,8.291278766,0.005067552,4.166674750722385,1.3984492471434522,0.5715469920602263,0.979104742,0.5237498061778091,0.9989883843570256,0.4044008918143729,0.9835753158529426,1754.385041263329,503.2007380306611,-5251.667374,731111.3079600205
6 Benign,0.034365212,30.54471754361689,258.08144478713467,8.878557655960233,2.672712173,2.005823972628589,4.986909313333175,8.867035585229326,61.08943508723378,1023.3155400260345,8.855150401669261,0.004288329,9.010239122504675,2.005823972628589,0.5166642128077651,0.9706570397664712,0.4534663615181331,0.9978308529131004,0.3143443639867261,0.9825438068011124,1186.556095045219,1023.3155400260345,5718.035757,2035872.217856315
6 Malignant,0.0159374086474024,34.628969184183426,115.26113813919704,8.219431168682192,2.4742953290687897,1.292984672068308,1.972642191273193,8.217208828941276,69.25793836836685,457.4001010033109,8.216108039291484,0.005107351,3.644451553476781,1.292984672068308,0.5897587012621922,0.9806351367491218,0.5458075524420067,0.9991148097389768,0.4095547871695136,0.9841904582398122,1312.6044191215829,457.4001010033109,-98.056108,525083.8833179775
7 Benign,0.015052412807153,39.32888261762405,102.3435015751788,8.381694967295708,2.523141599661838,1.6341598456332307,6.210127000930552,8.373445133705225,78.65776524,400.4934008987033,8.370196581,0.004760488,8.880605402010607,1.6341598456332307,0.5582976079441639,0.9762660763037216,0.5092441365355165,0.9979928262616782,0.401321439392432,0.9566137308899524,1644.6642068250264,400.4934008987033,-2515.248539,426284.5673886101
7 Malignant,0.022227847,33.295391346797075,172.17655635166614,8.503220484941998,2.5597244257119804,1.4841635176915149,3.239786993529917,8.496913748199534,66.59078269359415,683.2636970658874,8.492266286921994,0.004692904,5.442528340776363,1.4841635176915149,0.578999284,0.9780320018171862,0.5328923627287584,0.998685672932056,0.3861979575629609,0.98419492,1278.0383771176494,683.2636970658874,2509.4940216891823,840162.2233406961
8 Benign,0.023649023,38.745042189229096,114.94070589318494,8.362937377870953,2.517495002598637,1.501994190335671,2.4517204791252243,8.359777263884466,77.49008437845819,455.0551165458126,8.357575068681955,0.00476914,4.707707027,1.501994190335671,0.5523903555634502,0.9776066644174568,0.5005988184968327,0.9988580461595392,0.401603321,0.9795211496643228,1613.765146624861,455.0551165458126,-5406.959793,734205.9011344266
8 Malignant,0.0154867528887685,34.886167956716704,146.5044097435359,8.542619342253897,2.5715846635577364,1.491146032019491,2.568881855662541,8.531396416,69.77233591343341,581.2252406296715,8.518225336189516,0.003950264,4.792398344470008,1.491146032019491,0.5586880924859303,0.97779188910256,0.508038861,0.998838694221402,0.3974494757337677,0.9836441839776016,1361.1529252755463,581.2252406296715,503.71157286376143,767397.5459
9 Benign,0.0168914539230137,37.337478573589216,165.41030985349897,8.612933037706298,2.592751194994886,1.5941921823009446,2.9462091931363954,8.604935376965276,74.67495714717843,656.1535815067516,8.599956947729131,0.003850811,5.487657907,1.5941921823009446,0.5487330242394932,0.9763358499284134,0.4947927116287515,0.9986706056276774,0.3778167323671973,0.9834119834727773,1556.7537871331128,656.1535815067516,-8986.189242,1124704.0921114073
9 Malignant,0.018765232,37.65933830588585,153.96648782742938,8.272802410137698,2.4903616736527283,1.2931615094896949,2.016943856124271,8.269083897800629,75.31867661,612.1767407639683,8.263743901634216,0.005041532,3.6892105457499462,1.2931615094896949,0.5933847415969303,0.9806423794702932,0.5490464273065103,0.9991039363924612,0.397999149,0.9880194365741328,1570.3476441917137,612.1767407639683,-6623.393298,848072.9935553445
10 Benign,0.015414324,39.74696996,139.50534593327117,8.767755418,2.6393573754455804,1.925132049752936,4.065196175838257,8.764299085878893,79.49393991,550.2500541482606,8.762062003988408,0.003551416,7.771329584824226,1.925132049752936,0.5057750497961917,0.9716601968984396,0.4439634901179969,0.998124493818618,0.3613405048701356,0.9721468394890712,1715.4413017549846,550.2500541482606,-3551.411656,666965.1117484138
10 Malignant,0.0248494507861296,37.494462201163074,113.17893250314808,8.068380602983074,2.428824577931344,1.217256084428173,1.845117691689776,8.067382669,74.98892440232615,449.3888999458249,8.066859087664987,0.005869682,3.3268300667671764,1.217256084428173,0.6054714269890606,0.981746322,0.5648727499946247,0.999191838850698,0.411123566095986,0.9853027856280828,1517.3502132242077,449.3888999458249,-1926.959103,431412.4917836232
11 Benign,0.0145692972655765,38.301136427757335,104.76652419633824,8.514672243708093,2.563171748603665,1.765604721761407,3.281664918249246,8.508316303,76.60227285551467,412.6670718335983,8.508173201652882,0.004156202,6.399024951755425,1.765604721761407,0.5168592561635801,0.9738588434687674,0.4573959546457257,0.9984513466063548,0.3811001802937527,0.969460545718958,1568.5440633781352,412.6670718335983,-1842.390484,414658.0722
11 Malignant,0.0230968667566666,32.94071295830814,256.46912071041896,8.505141195017528,2.560302617057677,1.3698944288482071,2.4698140124769155,8.491923197239945,65.88142591661628,1021.5300580830084,8.461460838931925,0.004492913,4.346424758666261,1.3698944288482071,0.5948321909248065,0.979587640569594,0.5479271486483261,0.9989457719130076,0.3612504819334989,0.9915264170075796,1339.3864785327376,1021.5300580830084,-1184.223806,2013984.0437862864
