CaseID,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35
53 Benign,0.02602291325695581,0.06481178396072013,0.0,0.07054009819967266,0.0,0.0019639934533551553,0.0,0.1690671031096563,0.0,0.003109656301145663,0.0,0.003436988543371522,0.0,0.0024549918166939444,0.0,0.4540098199672668,0.0,0.007201309328968904,0.0,0.006219312602291326,0.0,0.0,0.0,0.004091653027823241,0.0,0.004909983633387889,0.0,0.0037643207855973812,0.0,0.0037643207855973812,0.0,0.1746317512274959,0.0,0.0,0.0,0.0
18 Benign,0.02966777001348535,0.08029912958195415,0.0,0.07686649503493932,0.0,0.002942258183155572,0.0,0.15851415961750642,0.0,0.006374892730170406,0.0,0.004413387274733358,0.0,0.0051489518205222505,0.0,0.38335172244697807,0.0,0.01360794409709452,0.0,0.00735564545788893,0.0,0.000490376363859262,0.0,0.005394140002451882,0.0,0.007478239548853746,0.0,0.005884516366311144,0.0,0.006742675003064852,0.0,0.20546769645703078,0.0,0.0,0.0,0.0
1 Malignant,0.05226442254456871,0.09782969770789503,0.0,0.11798250470601263,0.0,0.0052042963127006975,0.0,0.18608127560624516,0.0,0.006975971653194552,0.0,0.007529620197098881,0.0,0.008526187576126675,0.0,0.2654191119477356,0.0,0.011903443693943085,0.0,0.011405160004429189,0.0,0.00044291883512346365,0.0,0.009301295537592735,0.0,0.010851511460524859,0.0,0.010021038644668365,0.0,0.008913741556859705,0.0,0.1893478020152807,0.0,0.0,0.0,0.0
38 Malignant,0.03662494204914233,0.09828465461288827,0.0,0.10547056096430227,0.0,0.0037088548910523874,0.0,0.17837273991655075,0.0,0.009040333796940195,0.0,0.005099675475197033,0.0,0.005910987482614743,0.0,0.33518776077885953,0.0,0.008692628650904033,0.0,0.009735744089012517,0.0,0.0001159017153453871,0.0,0.006722299490032452,0.0,0.0076495132127955496,0.0,0.007070004636068614,0.0,0.006722299490032452,0.0,0.17559109874826148,0.0,0.0,0.0,0.0
28 Malignant,0.04542667347981604,0.10228666326009198,0.0,0.10952989269289728,0.0,0.00482881962187021,0.0,0.17257281553398057,0.0,0.009325498211548287,0.0,0.007728666326009197,0.0,0.007856412876852325,0.0,0.29984670413898823,0.0,0.010909555442003066,0.0,0.009453244762391415,0.0,0.0004854368932038835,0.0,0.008316300459887583,0.0,0.009619315278487481,0.0,0.008980582524271844,0.0,0.008265201839550332,0.0,0.18456821665815024,0.0,0.0,0.0,0.0
48 Benign,0.027473583093179633,0.0920268972142171,0.0,0.08472622478386167,0.0,0.005091258405379443,0.0,0.14879923150816524,0.0,0.0067243035542747355,0.0,0.004322766570605188,0.0,0.006243996157540826,0.0,0.4028818443804035,0.0,0.013544668587896254,0.0,0.004130643611911624,0.0,0.00038424591738712776,0.0,0.003554274735830932,0.0,0.007588856868395773,0.0,0.006532180595581172,0.0,0.0056676272814601344,0.0,0.1803073967339097,0.0,0.0,0.0,0.0
81 Malignant,0.03294720923627264,0.09768248777529573,0.0,0.09389033461529604,0.0,0.006217902954655367,0.0,0.16282461675456172,0.0,0.007768540481618804,0.0,0.007783893328420422,0.0,0.008351948660080296,0.0,0.3250658253306619,0.0,0.01407088409368307,0.0,0.00822912588566735,0.0,0.0009595529251011369,0.0,0.009142620270363631,0.0,0.008812534064128841,0.0,0.007077662375545986,0.0,0.010455288671901987,0.0,0.19871957257674505,0.0,0.0,0.0,0.0
38 Benign,0.05060213061602594,0.12320518758684576,0.0,0.103056970819824,0.0,0.004979157017137564,0.0,0.17369152385363595,0.0,0.009610930986567855,0.0,0.009031959240389069,0.0,0.007758221398795739,0.0,0.29110699397869383,0.0,0.016558591940713293,0.0,0.01157943492357573,0.0,0.0001157943492357573,0.0,0.006600277906438166,0.0,0.010768874478925428,0.0,0.010305697081982399,0.0,0.007179249652616952,0.0,0.16384900416859657,0.0,0.0,0.0,0.0
6 Malignant,0.036733774038461536,0.10606971153846154,0.0,0.10372596153846154,0.0,0.004552283653846154,0.0,0.1609375,0.0,0.009810697115384615,0.0,0.007962740384615384,0.0,0.008218149038461539,0.0,0.3203125,0.0,0.013266225961538461,0.0,0.009104567307692308,0.0,0.000555889423076923,0.0,0.007827524038461538,0.0,0.009660456730769231,0.0,0.007376802884615384,0.0,0.008248197115384616,0.0,0.18563701923076922,0.0,0.0,0.0,0.0
79 Benign,0.044856230031948885,0.08581469648562301,0.0,0.08460063897763578,0.0,0.00523961661341853,0.0,0.16613418530351437,0.0,0.005942492012779552,0.0,0.008370607028753994,0.0,0.006134185303514377,0.0,0.36185303514377,0.0,0.007859424920127795,0.0,0.00817891373801917,0.0,0.0006389776357827476,0.0,0.0076677316293929714,0.0,0.0069648562300319485,0.0,0.00817891373801917,0.0,0.006325878594249201,0.0,0.18523961661341853,0.0,0.0,0.0,0.0
