CaseID,Feature__GLSZM_SmallZoneEmphasis(IBSI:5QRC),Feature__GLSZM_LargeZoneEmphasis(IBSI:48P8),Feature__GLSZM_LowGrayLevelZoneEmphasis(IBSI:XMSY),Feature__GLSZM_HighGrayLevelZoneEmphasis(IBSI:5GN9),Feature__GLSZM_SmallZoneLowGreyLevelEmphasis(IBSI:5RAI),Feature__GLSZM_SmallZoneHighGreyLevelEmphasis(IBSI:HW1V),Feature__GLSZM_LargeZoneLowGreyLevelEmphasis(IBSI:YH51),Feature__GLSZM_LargeZoneHighGreyLevelEmphasis(IBSI:J17V),Feature__GLSZM_GreyLevelNonUniformity(IBSI:JNSA),Feature__GLSZM_NormalisedGreyLevelNonUniformity(IBSI:Y1RO),Feature__GLSZM_ZoneSizeNonUniformity(IBSI:4JP3),Feature__GLSZM_NormalisedZoneSizeNonUniformity(IBSI:VB3A),Feature__GLSZM_ZonePercentage(IBSI:P30P),Feature__GLSZM_GreyLevelVariance(IBSI:BYLV),Feature__GLSZM_ZoneSizeVariance(IBSI:3NSA),Feature__GLSZM_ZoneSizeEntropy(IBSI:GU8N)
1 Benign,0.4912805853499362,294.4011702,0.0009617999338344234,1580.5478198624382,0.0004843810447032083,721.3566161,10.805027328644565,627464.5485668046,904.6042451215336,0.0281536287423837,7492.220130092434,0.2331773094548079,0.1871563373718546,97.80291378614534,265.8521686067727,8.291914601
1 Malignant,0.6177805368158875,28.603003625064733,0.001714303,1170.421853961678,0.001033128,706.7633670583425,0.1013200655483759,29617.851268772654,238.07467633350595,0.024658175,3442.063904712584,0.3565058420209823,0.3853060898714981,127.97138463956271,21.86721804910533,7.579892159718169
2 Benign,0.5248134492527985,369.69319988775607,0.001726725,1314.3183986530728,0.0009087817769761056,627.4767786052931,5.299505964254545,902802.7095687962,1223.7571228135814,0.022893221,14018.786025629031,0.2622539711089521,0.2050834452330711,140.74037808549735,345.91719995998847,8.358623808991544
2 Malignant,0.5592559350240527,105.82850527676072,0.001518002,1179.0194917079475,0.0007875140714441332,659.0641920547873,0.5415907298187218,64387.31590566444,496.9227869911695,0.026756558,5489.920848589274,0.2956020271693557,0.2749167345126193,106.24889955671463,92.59735364,7.895470285582482
3 Benign,0.5407080342441561,116.2285293587355,0.001354077,1320.4367449966944,0.0008517767103826979,703.1812490425132,0.1206552865530527,167763.44413726786,1045.2577678947052,0.031409873,9212.279344,0.2768279146496352,0.2431482577467978,79.28795258389664,99.31408732853174,7.898160759205611
3 Malignant,0.5359965919957185,69.25998887918024,0.001448105,1273.722535546906,0.0007458606958654295,655.7723246542245,0.1161776410334956,97737.47612995472,310.0992135991739,0.024632553,3455.076415918659,0.274452015,0.2764382960035134,124.79311100027,56.17408923,8.040969161064362
4 Benign,0.5484599841921517,115.4637127578304,0.002228896,957.0254647,0.001145979,494.0369063550024,1.6480267301609426,115485.93766233766,516.5025210084034,0.026305196,5597.699261522791,0.285087816,0.260500968503728,120.05566426603087,100.72765498745268,7.992219761858535
4 Malignant,0.5740612630399139,376.03779469773417,0.001794772,1385.8797358040547,0.0008863949818373726,780.1858666,9.325663969472831,68604.43358407485,487.8201082469498,0.0223750164318388,6771.098523071278,0.3105723568053976,0.2864462896783687,159.26100123652884,363.8503236351685,7.973751796668115
5 Benign,0.5499433393177192,155.47782846715327,0.001223822,1440.880200729927,0.000640819034796631,768.6277139438133,0.4604597457592467,199486.4288321168,580.1820255474453,0.026468158,6286.392153284672,0.2867879631972934,0.2662003303215777,112.52379334774062,141.3660152378922,7.973308789743873
5 Malignant,0.5468967170147179,74.59102849060416,0.001520274,1517.0586987270156,0.0008211548674537011,773.8779448574288,0.056684107,161944.437,255.94160436451807,0.0258579111299775,2805.2531824611037,0.2834161631098306,0.2720875254274562,122.45351546166968,61.08328707106283,7.994124668522217
6 Benign,0.63817595,88.86887489734465,0.003445939,1210.7870243635368,0.001377119,728.9591962,5.073209764799538,35653.49685190254,153.31316725978647,0.0209845561538169,2761.520667944156,0.3779798341013078,0.3634825870646766,188.50324963810695,81.29997469352146,7.665667697921235
6 Malignant,0.5197612302790181,102.60123025180334,0.001397286,1189.6860202681771,0.0007114000138862845,591.8055440164262,0.1516948727900119,153474.19294596626,668.2707881577201,0.02957343,5860.235651,0.2593368876731469,0.2480352125043906,94.35050588425716,86.34674129728107,8.035531556388394
7 Benign,0.5762079310506251,57.969957319439054,0.001165744,1602.6104428801063,0.0006741096203535811,911.309170900944,0.0607899428401012,92831.24339005598,535.9324316833878,0.029706359,5620.083088520592,0.311517271133562,0.2963565280241803,92.62396792731184,46.58396192763826,7.754416849
7 Malignant,0.5737407002896605,114.96419223117998,0.001573603,1273.9512092974558,0.0008618105634471168,721.7813968520696,0.2424631758741591,131547.85200502566,438.7650507800231,0.0229695869950802,5911.111925452832,0.309449896631391,0.2746671267937768,144.4958267285835,101.70898166981304,8.016089347505467
8 Benign,0.5606784731929443,62.28610264683038,0.0009231523300550588,1579.3384417757063,0.0005024503172975902,866.2731678731038,1.9664490570806,83855.64954890363,1050.6919400131446,0.0313882995761828,9987.151640078868,0.298355489,0.3072559548395979,84.68703522024288,51.69358044756446,7.714001267251987
8 Malignant,0.5584004759262287,63.65431311675352,0.001308193,1318.9940403592416,0.0007165773917891846,718.5190660380565,0.1217884977288329,84942.23109546513,931.2128284732232,0.0258125298944789,10654.399157334516,0.2953320533688467,0.2946928172914335,113.2263602501969,52.1393938170482,7.959318371673566
9 Benign,0.5709872435383283,63.141666666666666,0.001226974,1532.0534203980098,0.0006906742351997538,847.6195025242716,0.6769606374141698,69055.66610696517,416.82014925373136,0.0259216510729932,4935.691915422885,0.3069460146407267,0.3067765567765568,119.2519643348863,52.51601285,7.877268876368135
9 Malignant,0.531634644,137.3264982301965,0.001098752,1503.1661174173075,0.0005602729725389734,761.6525867810167,0.4440826797437024,170968.8820944709,433.3465153179544,0.0264461439837638,4400.664957890883,0.2685624898017138,0.2406308740601503,111.02828171259368,120.0563007818414,8.065259867554797
10 Benign,0.6187516902043356,29.337612012593848,0.001163393,1605.0431097117946,0.0006631529017276852,958.3819825506351,0.0274746797577,55495.05400823444,202.56236376846692,0.0245292278721805,2940.6585129571326,0.3560981488201904,0.3709126841537908,126.64154092986062,22.06891393865355,7.610599288631702
10 Malignant,0.5101614200382735,147.87847779358785,0.001199357,1270.8148103296903,0.0006501502712627275,611.3068458535204,0.1022914019402326,293322.6469074506,928.4473070751718,0.028108362,8264.273954769762,0.25019751,0.2267429089211675,95.09996582447698,128.42789708114134,8.132884954962156
11 Benign,0.6029743417170502,30.47238805970149,0.001325348,1448.664303482587,0.0008646450619772248,848.4867889224389,0.026359935,56374.61504975124,225.8037313432836,0.028085041,2733.3487562189057,0.3399687507734957,0.3592814371257485,98.18407835,22.725443615257035,7.528386235235701
11 Malignant,0.5634802502071777,216.17726098191216,0.001486953,1449.247889750215,0.0006948795963234811,793.7677576544581,14.243829217426557,119480.11584840657,265.7169681309216,0.0228869050931026,3479.1596899224805,0.2996692239381981,0.2604540559942569,147.00162193481714,201.43589426976803,8.008492755464736
12 Benign,0.5352901956452246,64.95393281029973,0.001105711,1758.4003218668277,0.0007088133777693628,886.0888701,0.033507353,150827.60350030175,140.47777107221887,0.028259459,1354.423858378596,0.2724650690763621,0.2673730636833046,100.72619964654372,50.965640627123896,7.867955464980302
12 Malignant,0.5583948248083258,51.06698281,0.001243975,1384.4984192847264,0.0006635695760818608,754.3736539266316,0.057716182,80781.73187117171,329.7273266152934,0.032575314,2983.7891721003757,0.2947825698577727,0.3074166312336755,79.69870735493687,40.48553043113103,7.647942797465865
13 Benign,0.5225695793894336,141.72378924960086,0.002507295,1079.6216072378925,0.001344631,530.9059694650632,0.2364780218869442,259446.30415114423,372.9495742416179,0.024810376,3916.1510111761577,0.2605209560388609,0.2317107007429787,130.11100843656988,123.09829445630405,8.227184614946335
13 Malignant,0.5011071771006858,175.03913127787473,0.002097437,1104.7952297847585,0.001058015,518.2305256208346,0.6486151535995325,200846.57362807836,591.7197207678884,0.022948215,6274.986891603646,0.2433580334149174,0.2226991639604781,167.14836560693047,154.87577487335918,8.384897824516505
14 Benign,0.5777287324983331,69.32618620577205,0.0009548003233760924,1472.4798222729496,0.0006069856216097123,814.6106290602762,0.040436742,139774.4718734714,782.5002445785098,0.031897124,7666.308495026904,0.3125023844377508,0.2919850508224428,78.05773213809219,57.59670600908083,7.640769426040331
14 Malignant,0.5377252864456028,98.98903219502662,0.001580035,1235.8895158532414,0.0008172787026817443,633.9278781925932,0.1403151513198343,170110.82703112022,990.6766329571548,0.0241994389798513,11267.423469637011,0.2752314101723829,0.257982796,140.98250920943252,83.96389282744242,8.189460720620332
15 Benign,0.5726587797534489,35.89010189,0.001632971,1222.971888646288,0.000880876046011028,676.6040476542603,0.056323796,49069.82578238719,285.22907569141194,0.025948788,3406.075327510917,0.3098685705523032,0.3361879128945437,115.82981283430404,27.04229144287016,7.792492192180672
15 Malignant,0.4756988532065793,345.7013037105608,0.001293492,1338.2966134382473,0.0005827171519498755,608.4230947208866,5.148751800564287,478727.4909357402,685.7635578184062,0.026450805,5741.770500655713,0.2214676579748404,0.1869915180889735,114.63544360250464,317.1019522335867,8.426161895003922
16 Benign,0.6425293017706784,40.05085388994308,0.001926185,1585.5559772296017,0.0009610485045285778,970.9356120834792,0.039851372,93473.85503,61.31271347248577,0.0232685819629927,1006.6212523719164,0.3820194506155281,0.3511460554371002,152.26545819845975,31.94078745827767,7.504168294504147
16 Malignant,0.5273852289454731,92.69194439493852,0.001035738,1420.3536802708963,0.0005992816062305369,713.0476754847559,0.064104964,165513.69216717163,706.2009445731599,0.0314650215903207,5952.435751202994,0.2652127852077612,0.2476606638418079,81.13415408908094,76.38825343425498,7.932573852
17 Benign,0.5716783958958809,52.68494044705498,0.001966817,1056.3682900962638,0.001148141,571.2458822025553,0.089983009,83187.78601729483,616.5712187958884,0.0251497478706105,7563.532958,0.3085141523114782,0.3151399850888243,137.1799637639956,42.61578652515279,7.885821894153826
17 Malignant,0.4991525882563204,115.92899821054868,0.001000219,1469.8653968639107,0.0005003827357310912,715.0399029050682,0.1442985688887652,166725.73968032515,1018.8621819174426,0.0309017676721192,7967.466227897243,0.2416507302750066,0.2320839052546369,87.62526417887167,97.36335702733412,8.104078497
18 Benign,0.5664605776021249,212.99649491763057,0.003234563,1414.776376,0.001160887,739.8791498705016,23.93040004693095,111201.2846126884,59.53627760252366,0.0208679556966434,859.6926042762005,0.3013293390382757,0.2678118839763447,184.07750937422185,199.05400591109475,7.928631494607485
18 Malignant,0.5426207135976066,11844.195513296689,0.002695713,1361.1185806962808,0.001072971,707.0719308382971,2932.2164931436805,263718.3617342644,889.1385133,0.022016008,11338.937948794137,0.2807640753923175,0.207667863056244,156.50475015160333,11821.007613652511,8.183083122116704
19 Benign,0.5464212604131327,74.11359554913905,0.001536411,1136.0365153702596,0.0008243977947930694,605.7103658582391,0.120010065520798,87729.28793267369,827.9380612,0.0291537751751589,8062.866403746611,0.283913743573598,0.2837743315080538,96.12561289511856,61.695534760810034,7.903144656823943
19 Malignant,0.5337550342073679,83.79759414225941,0.001835653,1343.3134806485357,0.0008808503341552032,683.7423876591726,0.220367834537151,132529.58328974896,356.0771443514644,0.0232791020104252,4152.869377615063,0.2715003515700224,0.2598267368778665,138.04444477905818,68.98495913212197,8.185292235564928
20 Benign,0.5712233352605337,64.13009589494071,0.001434707,1177.618168,0.0008167345354196337,656.8505678336645,0.5018415462657233,78940.94818,634.7118427889839,0.029983081051962,6497.284283622278,0.3069244784176049,0.3019398088717729,94.69554563180635,53.16129259742758,7.749501858110359
