CaseID,Feature__GLCM_JointMaximum(IBSI:GYBY),Feature__GLCM_JointAverage(IBSI:60VM),Feature__GLCM_JointVariance(IBSI:UR99),Feature__GLCM_JointEntropyLog2(IBSI:TU9B),Feature__GLCM_JointEntropyLog10(IBSI:No),Feature__GLCM_DifferenceAverage(IBSI:TF7R),Feature__GLCM_DifferenceVariance(IBSI:D3YU),Feature__GLCM_DifferenceEntropy(IBSI:NTRS),Feature__GLCM_SumAverage(IBSI:ZGXS),Feature__GLCM_SumVariance(IBSI:OEEB),Feature__GLCM_SumEntropy(IBSI:P6QZ),Feature__GLCM_AngularSecondMoment(IBSI:8ZQL),Feature__GLCM_Contrast(IBSI:ACUI),Feature__GLCM_Dissimilarity(IBSI:8S9J),Feature__GLCM_InverseDifference(IBSI:IB1Z),Feature__GLCM_NormalisedInverseDifference(IBSI:NDRX),Feature__GLCM_InverseDifferenceMoment(IBSI:WF0Z),Feature__GLCM_NormalisedInverseDifferenceMoment(IBSI:1QCO),Feature__GLCM_InverseVariance(IBSI:E8JP),Feature__GLCM_Correlation(IBSI:NI2N),Feature__GLCM_Autocorrelation(IBSI:QWB0),Feature__GLCM_ClusterTendency(IBSI:DG8W),Feature__GLCM_ClusterShade(IBSI:7NFM),Feature__GLCM_ClusterProminence(IBSI:AE86)
001,0.0192701206422536,28.794117277828697,121.55748844030948,8.521125574453471,2.5651143947299904,1.7005243314042329,5.2466773135705855,8.495857964298727,57.588234555657394,478.0914934459689,8.497385999171945,0.0049795907441932,8.138460315268388,1.7005243314042329,0.5674149330873133,0.9752009467081236,0.5199180998084595,0.9980548042670018,0.3723831269428294,0.9665242330205556,946.589448092026,478.0914934459689,2169.818600006325,656192.3237394919
002,0.0432935048319663,35.11381965228109,80.20995523274155,7.986423105403117,2.40415291279024,1.5338923031230745,4.256481934804257,7.977025593203625,70.22763930456217,314.23051339858176,7.971917577618444,0.0086295995064181,6.609307532384467,1.5338923031230745,0.586213777818725,0.9774844898016156,0.5415549497685854,0.99841635991693,0.37571832627233,0.9587999549855972,1309.8856320394746,314.23051339858176,-451.6268039917626,427440.3719853941
003,0.0188070485067424,30.259341477539103,297.5089629394833,9.070408117378834,2.7304649162450683,2.447480903400169,11.563293918884956,8.778768675760029,60.51868295507821,1172.4823950665375,8.794612840795594,0.0044718706349054,17.553456691393407,2.447480903400169,0.534521658126831,0.9654440926450352,0.4821826343262051,0.9958566281584952,0.3060021514512014,0.9704992808990368,1204.3599812481038,1172.4823950665375,14115.40459064437,2809880.701000893
004,0.0671495834842448,20.94556320173856,171.17925322318737,8.490389601817952,2.5558619450208,2.246070264396959,6.801093756743489,8.44952599298775,41.89112640347712,672.8710875033986,8.461936088228306,0.008397227329856,11.845925389351676,2.246070264396959,0.5036135373732152,0.9674874449778864,0.4414689060395734,0.9971647330053448,0.3155433488926052,0.965399062192701,603.9729083665342,672.8710875033986,12229.244806178882,1256875.2581771282
005,0.0475391623648669,28.70173023811964,200.3449577212157,8.136770042433302,2.449411850592525,1.2179707403259692,2.976755814466168,8.088968238730246,57.40346047623928,796.9196223461078,8.08956787152282,0.0087429439212867,4.460208538756354,1.2179707403259692,0.6440860185363319,0.9819635048400702,0.6068325655580221,0.9989265768418552,0.3474644443128258,0.9888686778307546,1021.90417211363,796.9196223461078,2417.922479574337,1352041.8911775374
006,0.0170200278776318,30.24503834253237,113.3310586717744,8.519816764350601,2.564720403630367,1.633327147893852,3.071245651573815,8.515718571751206,60.49007668506475,447.5852314634768,8.51601369546131,0.0044586481137649,5.739003223620885,1.633327147893852,0.5408633883052344,0.9757788747268176,0.4872460189228925,0.9986104307885968,0.3914197095192626,0.9746803599521576,1025.2239014012175,447.5852314634768,429.49996793937294,584399.0992196073
007,0.0223237731885326,22.181368583726204,80.37565372754116,8.001277571958031,2.4086245527928707,1.4270462955696563,2.838919937954384,7.99976634993404,44.36273716745241,316.6272338425114,8.000526285194056,0.0064882481636658,4.875381067653501,1.4270462955696563,0.5767189977993394,0.978797669841299,0.5298189093754279,0.9988248652780406,0.3966843324984182,0.9696712820266452,569.9510754408306,316.6272338425114,1613.0745264977595,284041.18445446994
008,0.0226867359812067,36.42961238961148,158.95779626947368,9.040064628966476,2.721330616059878,2.383521120633399,7.165784043176413,9.019774284305916,72.85922477922296,622.9842281022136,9.02394663994226,0.0033684319528219,12.84695697568188,2.383521120633399,0.4753115815624324,0.9655421977468094,0.4085143150862117,0.996935203565634,0.3256443325863054,0.959590038119606,1479.6509766389695,622.9842281022136,-5959.435897838965,883286.1861529918
009,0.0241160355675249,36.02108919740909,90.76442825204433,7.886424356631632,2.3740502898811298,1.1577148097416026,1.7155144491612555,7.87966143390961,72.04217839481818,360.0018949783207,7.878969022102821,0.0064378510957341,3.0558180298562925,1.1577148097416026,0.6117603439421909,0.9826132850505362,0.5733532140901546,0.999258122874694,0.4249800047979578,0.9831662134125364,1386.755386204814,360.0018949783207,-349.3979943384153,305506.7271574747
010,0.0185225303292894,29.06471512131717,82.96699371217163,8.357330535965794,2.5158071750042383,1.7372292027729634,3.486898215230389,8.343780564757626,58.12943024263435,325.3631113304887,8.346112461034203,0.0050790841126223,6.504863518197566,1.7372292027729634,0.5292854657751124,0.9743229207511358,0.4737136556107599,0.9984259859964164,0.3858693108648004,0.9607984860777028,924.4722270363936,325.3631113304887,1978.2044993093848,325638.0159830767
