CaseID,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35,Feature__36,Feature__37,Feature__38,Feature__39,Feature__40,Feature__41,Feature__42,Feature__43,Feature__44,Feature__45,Feature__46,Feature__47,Feature__48,Feature__49,Feature__50,Feature__51,Feature__52,Feature__53,Feature__54,Feature__55,Feature__56,Feature__57,Feature__58,Feature__59,Feature__60,Feature__61,Feature__62,Feature__63,Feature__64,Feature__65,Feature__66,Feature__67,Feature__68,Feature__69,Feature__70,Feature__71,Feature__72,Feature__73,Feature__74,Feature__75,Feature__76,Feature__77,Feature__78,Feature__79,Feature__80
1,0.017789432228400227,0.012036848896457415,0.03010612808929821,0.1302288804903254,0.5966791056658194,0.15224994937669514,0.03906760823105433,0.014789125754935182,0.007052327191510543,0.036713897843971915,0.02148392966010823,0.03954492359816061,0.10890664373490744,0.5366652958889955,0.17350551807129788,0.04741924877075684,0.02265298831253264,0.01310665109925612,0.042819233043403654,0.034481843370785935,0.0628892207044408,0.14934401372867584,0.5403164008770855,0.09286500417836771,0.03834789665799248,0.022581544701165267,0.016354121832437656,0.05810446367541411,0.05073551719039599,0.0914026108367819,0.1616930941595112,0.33033849690167966,0.1441607316269423,0.0827429330364805,0.05166358101970174,0.029157562556732818,0.06521134120270825,0.08188926127615244,0.15409813382811371,0.20316360036027112,0.2248954878975686,0.11348410189413005,0.06903051604360919,0.05135732706548374,0.03686919278657958,0.04661418634008047,0.03654442169203333,0.059720542566531955,0.1632581045194078,0.43304858432888077,0.13735622737905975,0.06508914402357067,0.03388444070797243,0.02448362172128402,0.04276721860280619,0.04151168604768092,0.10250973800615762,0.25114192451591016,0.3822573725964286,0.10412804726083925,0.0346611855933139,0.02392327761580696,0.017098995112264957,0.0670158757305061,0.07262444619959921,0.13088134012484776,0.16849864266474823,0.2131578777643546,0.13556147515127806,0.10165945988612936,0.06819659438200436,0.04240331331246752,0.07273981547747503,0.048745348639223515,0.07292007529249109,0.1291231634212418,0.31759946336821676,0.1817883561012989,0.08164214161210413,0.05907096192788377,0.03636966385143518
2,0.03972414760013798,0.03495459472598692,0.17158893908779238,0.3815974912076574,0.2927614577624917,0.034886304886357404,0.013667327379980262,0.013232053289362255,0.017587050509365522,0.038716586459166494,0.01475041576846733,0.036473020952150464,0.14823212287146084,0.39353104369949843,0.2829547762554589,0.0488960274903777,0.021600058639278524,0.014844969706357706,0.05018342563990602,0.03517835501065787,0.06522487375698387,0.09881881528166594,0.31630915308604274,0.26881071436770104,0.10404581772810455,0.04848430333210665,0.012943831965509144,0.1310496028350284,0.04783618099969576,0.08357521139903835,0.13001847220875012,0.2683312515540041,0.13723182738580972,0.09129663319369731,0.06812782360022333,0.04253173875140504,0.043308047469956715,0.02620655595724605,0.06165927329714944,0.26578010152788156,0.32948340374572266,0.18877264246408582,0.0437388568342489,0.03201487811852373,0.00903524891587603,0.07191217628945676,0.0366991706649615,0.04859814091956628,0.060002992665747344,0.4761158664883479,0.16039389358173056,0.09473779901419027,0.03451571927947954,0.017022830212208986,0.042616654955306095,0.015534466570912463,0.03137848977837653,0.06408949953887601,0.24945022439396547,0.4497803853150149,0.1082836845641156,0.030023687777657064,0.00884233471220841,0.028011605776473377,0.014333378491613646,0.03021474891627358,0.14346590996786332,0.5874416556925517,0.13309796424792092,0.039074648487162224,0.017924035075953935,0.006435602045166272,0.02375869352803295,0.015299789092682866,0.02809069141864852,0.2180462202823259,0.5709726259639025,0.08728499144747232,0.02359803205424328,0.015173069343024818,0.017775486273369157
3,0.08567253100776957,0.031212893740652076,0.04179052624736568,0.2893806830655053,0.3544361937059879,0.10708314140817864,0.047695314100786215,0.029264678245402666,0.013463141026856893,0.028479080289249458,0.008313348112174634,0.018443548140236125,0.2661098603675612,0.5956504587420949,0.05809309423787739,0.01381198295782251,0.005975934942363195,0.005122348757749962,0.05097762492651644,0.008606847705570395,0.08789371153855027,0.5211053565368936,0.2730432910656896,0.02157987530515402,0.013774218622639237,0.0163132190059876,0.006705345016973229,0.025222858282214024,0.004346345426873443,0.03108094135745491,0.29351462753152596,0.5116135152857487,0.09123396585552113,0.028918332759157065,0.007543298183930764,0.006525766542798805,0.03017808603094545,0.009367052289126833,0.03491407713671902,0.1648326010304887,0.5692645980295418,0.1519508103029213,0.021748294064937532,0.012041375828651212,0.00570251919885212,0.06806394691471056,0.039007821841357766,0.07838175206648536,0.21051686532686592,0.39507334990364856,0.13281327686550562,0.040996800235316905,0.021830377804542098,0.013314172845660546,0.02153733886015284,0.011734086844146143,0.019038277268850157,0.18252395028888369,0.5871139838288938,0.15365980956691253,0.012810140873329517,0.0073859121732730605,0.004196179391303695,0.04120233226476232,0.015328926635908222,0.020867273240487573,0.050270482915611744,0.3135630326339021,0.4266771067765517,0.09250657235783953,0.03420879354960003,0.005375072522275507,0.11404942268059311,0.06905345578599796,0.3110687558016391,0.1824258263479831,0.1995163024062989,0.056120565928459244,0.03076301321303651,0.017276413189105628,0.019724579621984206
4,0.0614865184067921,0.04103840063832044,0.10985973320334448,0.18552421270281916,0.3844225597512997,0.1223118663296965,0.0450695129980082,0.036147583536846224,0.014138812401137586,0.030942486460163815,0.014369589583856679,0.02612479684202422,0.15693609272820255,0.600190079568805,0.10106291047836817,0.038379823646821604,0.022328891754363124,0.009664693882641231,0.0625669350161589,0.02971518960296435,0.034152198839718685,0.13765667965040962,0.24528872674450292,0.19781386636063245,0.17120255079930538,0.10317427575127715,0.01842855693527076,0.1149475775993985,0.08325327222031752,0.1123810168932775,0.14328180902666682,0.2518391616091396,0.12330279676061612,0.09387944412466556,0.04031555234190902,0.036797744963267064,0.1376533491088515,0.08009049992290337,0.07317245414249701,0.14236899242532297,0.25402039177011354,0.15100060428878423,0.11214427968948742,0.03918950970304683,0.010355651876386098,0.1896273189381597,0.07904440677832919,0.08746721015509785,0.09230882058807097,0.1751854590629233,0.1303068333422087,0.1335239401140625,0.059936272859026085,0.052596942641493234,0.10992982493077051,0.028140712213112314,0.026712708877113685,0.06182876587233117,0.3648636805858282,0.26644069136794774,0.09261611943257994,0.024287029812463133,0.025179202063627656,0.07978029043547323,0.01863596421551304,0.04162971550227321,0.085457885335291,0.4511879865202247,0.18352766918470803,0.08918767380580443,0.02710404924886087,0.023487205332547577,0.09226669224512006,0.10936764797203943,0.26859340134035703,0.25331790457577374,0.19803440394685703,0.01915325812468209,0.030661404158065036,0.013956886532335013,0.014647239444812154
5,0.08129896166999805,0.03811498250765381,0.07326595493790192,0.09338291168675847,0.4178600371120848,0.1452243927440733,0.07125873021519191,0.041973683588852985,0.037617679458566054,0.07550300356543009,0.06160390506910037,0.09148057083214615,0.16881055821190494,0.2968925021428734,0.1427088056011487,0.08293858256829725,0.05045252929555102,0.029608236757522877,0.07718472260029918,0.07898962464029655,0.11385223576718788,0.17713512317666733,0.22708702827390811,0.13383100775706516,0.0911631724152186,0.05972252148811384,0.041033298245070425,0.12865170492457542,0.024288423724302614,0.08639595883835192,0.04652514825467091,0.18243122546514526,0.14489150145785257,0.2782107338953077,0.08344946713349045,0.025150838739905933,0.0919273904957307,0.07722419690291002,0.10406896331307217,0.18505059937717233,0.19981170496419054,0.13418119219459432,0.09166771717692453,0.06445017202929791,0.05161707844823098,0.07836108151472909,0.08979913258105489,0.1284898967489576,0.19617011895562472,0.20486863924583154,0.11798273848252577,0.08297356096361638,0.05749400228841982,0.04385974287767053,0.022158992870083313,0.015362507791670617,0.028484650586967183,0.08040463071731475,0.46586678780259283,0.2644204921831112,0.08274997611099895,0.02517471864110921,0.01537677734937907,0.04918582409768324,0.047198289797713275,0.06933312172034488,0.14088250135232905,0.3703806572633483,0.17655970656297532,0.06899672614724121,0.04760194922648887,0.02986055014061233,0.06367306662946319,0.08665082244316542,0.12683388756012423,0.2147456892908476,0.3105678420895187,0.08180313910386294,0.04850841335482889,0.036996246070402264,0.03022008407214597
6,0.047998593956767185,0.04516139927697334,0.08407877175359758,0.14642654394581364,0.3495967700080844,0.17536532608219998,0.0795907114464584,0.04080211231326278,0.030979032042695347,0.08218376999680152,0.06977887071836046,0.11450000207815898,0.20610308028543603,0.22921992270502795,0.1365085360348759,0.07819565707522069,0.049863104820488474,0.033646085332736844,0.09699664311774171,0.10780512582122374,0.1567903017675652,0.16846014076355756,0.15896984820261295,0.11091408592886134,0.08239462313052784,0.06577848018854239,0.051889949581847956,0.0820031975524353,0.09161219291633813,0.15377153821007977,0.1832582562579549,0.1953730661719643,0.1075734912265251,0.07535691606701783,0.06102234168972789,0.05002819227373153,0.059189134052868735,0.07150591714162749,0.15654588102738043,0.21524543929558984,0.23175424712479628,0.12110844800089494,0.05837547615284914,0.04603236235758574,0.04024233267257985,0.06707671821910013,0.06030382864908464,0.10868023165610653,0.18864388904851567,0.2778630000708877,0.13155741045751443,0.07690719480366963,0.051859816382713544,0.037107029182745756,0.07652677874564588,0.07526121167684373,0.15227075811734372,0.21058347265012717,0.2293981193575859,0.11053158424990837,0.06042302736494163,0.0511361903219101,0.033867878901799466,0.05795408143448208,0.06290771600690753,0.09792335270038237,0.23174041755924488,0.2748587451215489,0.1310958311151637,0.07095043250794698,0.04301976779603792,0.029548750492498083,0.08245429223560147,0.07280755295825315,0.12271164793549269,0.1640564324362809,0.25304345864540856,0.15067954521712412,0.07019264823695602,0.050439341526816166,0.033613651562965044
7,0.06866629814397873,0.04640542915345562,0.06852654168335448,0.12574627384184614,0.32679933584771437,0.19250445341802536,0.08921229978440504,0.04962433256946241,0.032514090828184884,0.06583317471401186,0.06480831539287246,0.08633690978025167,0.12177924944494628,0.25081772084234794,0.21712682228908567,0.09782056768525761,0.05574309719558439,0.039733008826893984,0.06298044440423918,0.05540184796447332,0.08650265447432774,0.1564319236678483,0.3302340640206015,0.1396382906056838,0.08050625871346655,0.052096777859183346,0.03620686498128013,0.06333129460835833,0.04573632870051646,0.07826449930228163,0.17497945809809945,0.32279595833780234,0.1666473512009045,0.07215597244189252,0.0451954281014091,0.030892652880971944,0.09864310201603355,0.07986676095471144,0.09463382786325496,0.13139398863295337,0.17919172958042556,0.19086122284955395,0.11643127225185232,0.06554257330677545,0.04343370300260946,0.09478870538581669,0.06303424805117938,0.08904885607216846,0.14109398657987018,0.19837429538450072,0.1620500467948712,0.12029827573755733,0.08038949234714718,0.05092062902577552,0.054793290489508144,0.04661868944242923,0.08072642962118134,0.1896689675395143,0.35534014787819923,0.13116902041622572,0.07209131081149273,0.04497361962345962,0.024617274033420327,0.09290164276928653,0.07078659158742621,0.10258206192002148,0.14918244427234612,0.20933812940784205,0.14364724250777713,0.11231947717808595,0.07252962894692042,0.046711211236232064,0.08524640497105473,0.06868177688173585,0.08963863410819684,0.1369991341565843,0.22488307408090394,0.17608333259058553,0.10363491696518884,0.07395500989301952,0.040876289594012294
8,0.0343582730075262,0.02372569057014144,0.043901557611685904,0.13703077947653927,0.3836358044312034,0.20243444157220963,0.12192794961614771,0.03119553949729557,0.0217893312760834,0.062412984896873545,0.05794882940583447,0.0789814221442412,0.12891451902106343,0.31311568471576473,0.1764184196443255,0.08561871865109026,0.05501006565464473,0.041578611292182745,0.0925020316500426,0.06925995784434825,0.06958028955034923,0.09733553648344889,0.2614791472161705,0.14798015152649258,0.09215840935903388,0.09320519899635835,0.07649863490224074,0.07318095611825415,0.04052121331662034,0.040459733322977774,0.16115317943328317,0.2837572710370724,0.16770719609972903,0.11273005186602102,0.06437616613441725,0.05611326877747201,0.10908645393601606,0.07571612321919197,0.07223190212848174,0.13336841988815037,0.28255422049287354,0.11786893646296982,0.09045876260317626,0.07137043803090046,0.04734339668412868,0.056866193789726655,0.04164521789476731,0.0867470941623868,0.18616642875435047,0.2963448513958091,0.13083096957968995,0.0850582821466999,0.08458641243177137,0.03175381855414196,0.06830391283446514,0.057180830653042594,0.05244329928500014,0.11805242517880321,0.29364621724829854,0.1930886293067687,0.08886139544964138,0.0755611849424576,0.05286138963195874,0.04060872761592172,0.024045720553944668,0.0452720229680112,0.09571161269296773,0.5040770408303962,0.1856744710730225,0.062211658126137236,0.02523065761431668,0.01716747168069269,0.053284616061720365,0.012916865565703817,0.041001739930988344,0.14726114898360726,0.31580710686479474,0.2551345017940017,0.09988138915260857,0.04338836222938184,0.03132366429861584
9,0.09645934222378481,0.05726156717901313,0.07044622829600151,0.13813665634501712,0.23234963751625845,0.1450027678147763,0.10632277128934121,0.08091737809119366,0.07310252202221641,0.08555988213042447,0.051240483657708995,0.06723311819188263,0.12904329298775574,0.23667160528091827,0.1831507434219325,0.13091107724903378,0.0739149162389494,0.04227364381046899,0.08517046847141957,0.0708095908742794,0.0842931699376699,0.13273320359625254,0.25926248787133116,0.14917212368071692,0.09928797210021717,0.07397504273197818,0.0452947705479497,0.07398224371079652,0.03908176132651259,0.06251467018626124,0.09757933164772564,0.24077996807998486,0.21400479033588304,0.12812329836920683,0.09806686111666751,0.045865901814743835,0.12387848663608111,0.07990645637109352,0.09375431880384041,0.12502512786412764,0.21235047726213163,0.1522306564209036,0.0957226011309037,0.06543365690883744,0.05169623468512394,0.08747252282685393,0.05679320242658356,0.06355901559767045,0.10696078459742275,0.24025278705303138,0.1998605619311967,0.11544661802049049,0.08820997134298096,0.04144308297743534,0.035510494175750286,0.017995201945014867,0.044574347026374514,0.12919833129643787,0.5005434530638727,0.196312530867653,0.04262835401537467,0.0211986940397854,0.012037793733752343,0.04901440723258156,0.026339095009032965,0.059196039544218156,0.12071899321705903,0.33810887203721923,0.2716979117574525,0.08130324591688749,0.03821398656167706,0.015405542943873958,0.06670148088924227,0.03860847533154851,0.0596742119209497,0.12085213846268293,0.3050965835809502,0.2091418157030465,0.10196779595830979,0.061724158271086224,0.03623203865074599
10,0.08059958584884337,0.05877432689721958,0.08187133734321068,0.17353549752117262,0.27066837022467244,0.13613248147147428,0.0924727361043427,0.05698835557437098,0.04895658559808255,0.07810068885650213,0.05910152168566491,0.12278219119434505,0.18797874335190387,0.28133231055014357,0.11404703933135683,0.06687306862164097,0.04957654919045776,0.040207096435058105,0.06856242509955723,0.06411422107437992,0.08604917127410015,0.11258134909505127,0.2903905324316843,0.16930274308495902,0.09834681655490883,0.06345048403045099,0.04720152424411194,0.08630071101474115,0.058290346408771045,0.05863090294577675,0.07561859465549542,0.2324794935445739,0.2844239347081805,0.10376314485339577,0.06586801885652263,0.034623969922808466,0.08332579023424849,0.062036363374703835,0.10840467348495259,0.13360432892945998,0.19763752722166678,0.18377701786008602,0.13715931913860516,0.06309444816668297,0.030958862544139352,0.09521440581271132,0.07333096990707823,0.10388755263552946,0.1301448094356108,0.220244569910729,0.1265692811556681,0.11477958445105757,0.07192850547730396,0.0638994020952229,0.043509783881144355,0.026044571354217044,0.05184655120753256,0.1953211482619371,0.45181262608490297,0.12937453174182473,0.05029757376969994,0.030170925065681368,0.021621721613456685,0.0237516283368148,0.025654745807530837,0.04345065704176032,0.16696563287161545,0.5541161733788033,0.12731653560956274,0.028988256058458683,0.01979584691491545,0.009960095835352371,0.04884122865338456,0.05325558386052945,0.14686494404429115,0.2605999328112718,0.2843167082449119,0.10247092869646186,0.04121450023468309,0.03403826555773883,0.028397247379815783
