CaseID,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35,Feature__36,Feature__37,Feature__38,Feature__39,Feature__40,Feature__41,Feature__42,Feature__43,Feature__44,Feature__45,Feature__46,Feature__47,Feature__48,Feature__49,Feature__50,Feature__51,Feature__52,Feature__53,Feature__54,Feature__55,Feature__56,Feature__57
1,0.028646526483896727,0.032505988820867714,0.002761511844556827,0.0015970188980569604,0.0026284269363854138,0.03170747937183924,0.001713468192706947,0.0017800106467926538,0.0021959009848283207,0.01049707213202023,0.012676337503327122,0.004824327921213734,0.004225445834442374,0.012010912962470055,0.012094091030077189,0.0040091828586638276,0.003576656907106734,0.015620841096619643,0.006670881022092095,0.018265903646526485,0.015753926004791058,0.016502528613255258,0.006970322065477774,0.017467394197498005,0.01643598615916955,0.050156374767101414,0.010463800904977375,0.010746606334841629,0.055995475113122174,0.044383816875166356,0.009216129890870376,0.010746606334841629,0.05677734894862922,0.03179065743944637,0.010596885813148788,0.01453952621772691,0.01334176204418419,0.02952821400053234,0.011661565078520095,0.014123635879691242,0.013175405908969923,0.005739286664892201,0.005656108597285068,0.012460074527548576,0.014373170082512644,0.005805829118977908,0.006088634548842162,0.015604205483098217,0.01443971253659835,0.007818738355070534,0.001513840830449827,0.007901916422677669,0.019230769230769232,0.007985094490284802,0.0011478573329784404,0.008900053233963269,0.020960873036997604,0.17399188182060155
2,0.019816249324446047,0.03774094757701315,0.0020716987930102684,0.0021617726535759323,0.001711403350747613,0.0381012430192758,0.0025220680958385876,0.0006305170239596469,0.0007205908845253108,0.016033147180688163,0.014862186993334534,0.0036930282831922176,0.0038731760043235453,0.013330931363718249,0.010808863267879661,0.0033327328409295622,0.0032426589803638984,0.020536840208971358,0.006485317960727797,0.01639344262295082,0.009547829219960368,0.016843811925779138,0.005944874797333814,0.014591965411637544,0.0117096018735363,0.07962529274004684,0.008106647450909747,0.006485317960727797,0.064042514862187,0.06620428751576292,0.007566204287515763,0.008016573590344082,0.07611241217798595,0.03855161232210413,0.013601152945415241,0.010358493965051343,0.0069356872635561164,0.029724373986669068,0.00936768149882904,0.008917312196000721,0.008376869032606737,0.0037831021437578815,0.0031525851197982345,0.01972617546388038,0.014591965411637544,0.0020716987930102684,0.0018014772113132769,0.014501891551071878,0.014231669969374888,0.006755539542424789,0.00027022158169699153,0.006034948657899478,0.028283192217618446,0.004773914609980184,0.0001801477211313277,0.0038731760043235453,0.02711223203026482,0.13015672851738425
3,0.02220056313623565,0.0341130604288499,0.0007580680095299979,0.0017327268789257093,0.001949317738791423,0.04191033138401559,0.0015161360190599957,0.0009746588693957114,0.0018410223088585662,0.007147498375568551,0.007688975525232835,0.003248862897985705,0.0044401126272471305,0.01061295213341997,0.009638293264024258,0.002599090318388564,0.0028156811782542777,0.01440329218106996,0.0018410223088585662,0.008880225254494261,0.011154429283084254,0.017002382499458523,0.0035737491877842753,0.017760450508988522,0.02079272254710851,0.06670998483863981,0.0030322720381199915,0.0022742040285899934,0.06725146198830409,0.05111544292830843,0.006714316655837124,0.008771929824561403,0.12757201646090535,0.05533896469568984,0.00682261208576998,0.005847953216374269,0.0044401126272471305,0.028265107212475632,0.009529997834091402,0.01711067792939138,0.013536928741607104,0.00649772579597141,0.0050898852068442715,0.008988520684427117,0.006064544076239983,0.002707385748321421,0.004764998917045701,0.009963179553822829,0.010071474983755685,0.008447043534762833,0.0005414771496642842,0.006606021225904267,0.02111760883690708,0.004223521767381416,0.000649772579597141,0.009096816114359974,0.024149880875027074,0.14609053497942387
4,0.030225988700564973,0.027966101694915254,0.003389830508474576,0.005649717514124294,0.0011299435028248588,0.0327683615819209,0.00423728813559322,0.00423728813559322,0.000847457627118644,0.009887005649717515,0.012146892655367232,0.007344632768361582,0.0064971751412429375,0.010169491525423728,0.013559322033898305,0.008757062146892656,0.005084745762711864,0.019491525423728815,0.004519774011299435,0.018926553672316385,0.015536723163841809,0.01751412429378531,0.005084745762711864,0.02344632768361582,0.010451977401129943,0.04576271186440678,0.011581920903954802,0.01327683615819209,0.05564971751412429,0.05084745762711865,0.005084745762711864,0.011016949152542373,0.04152542372881356,0.04124293785310734,0.015536723163841809,0.015536723163841809,0.016101694915254237,0.03135593220338983,0.007627118644067797,0.011581920903954802,0.012994350282485875,0.007909604519774011,0.0062146892655367235,0.011016949152542373,0.010734463276836158,0.00423728813559322,0.004519774011299435,0.011299435028248588,0.012994350282485875,0.007627118644067797,0.0002824858757062147,0.010451977401129943,0.012711864406779662,0.007627118644067797,0.000847457627118644,0.007909604519774011,0.012711864406779662,0.18531073446327684
5,0.027483899622473905,0.029153897401732177,0.0019364867865867199,0.0020874972240728404,0.003428825227626027,0.030033311125916055,0.0017232955807239619,0.0021674439262713745,0.0025049966688874084,0.009691316899844548,0.008998445480790583,0.0029224961137019763,0.004103930712858095,0.011885409726848768,0.010179880079946703,0.002735953808572063,0.003188985121030424,0.014710193204530313,0.005836109260493005,0.014656895403064623,0.009655785032200754,0.01615811681101488,0.007292915833888519,0.01671774372640462,0.010268709749056184,0.04071952031978681,0.008723073506551188,0.01253386631134799,0.03427936930934932,0.035851654452587166,0.011450144348212303,0.014274927825893848,0.03522096380190984,0.03393293359982234,0.009673550966022652,0.016264712413946256,0.010322007550521874,0.02605374194981124,0.011014878969575839,0.020182100821674438,0.010428603153453253,0.007168554297135243,0.006644459249389296,0.01269375971574506,0.011707750388629803,0.005614035087719298,0.006440151010437486,0.014345991561181435,0.013368865200977126,0.01350210970464135,0.0015012214079502555,0.012356206973129025,0.0203775260937153,0.01089940039973351,0.0014301576726626693,0.013120142127470575,0.022127470575172108,0.24625360870530758
6,0.027496655116813613,0.027239356410168444,0.0019383169233935984,0.0023843013482452227,0.0027102130433291024,0.02864592267316203,0.0020755429002710215,0.0020755429002710215,0.002950358502864592,0.012624789872722907,0.011321143092387388,0.0038080208583484852,0.004391231260077533,0.015094857456516519,0.014957631479639097,0.004185392294761398,0.00440838450718721,0.015746680846684277,0.008679543037496998,0.021990462794607018,0.014820405502761673,0.017753610758516586,0.00931421318055508,0.026021475865381317,0.015832447082232668,0.038594805996775186,0.011029537891522865,0.015901060070671377,0.054821777762530444,0.036879481285807404,0.012659096366942263,0.017805070499845622,0.06461628186215651,0.029726577241071736,0.012590483378503551,0.014425880819239081,0.016381350989742357,0.025884249888503894,0.01324230676867131,0.016895948403032695,0.02005214587121342,0.00650108065456791,0.005780644275961439,0.013225153521561632,0.014460187313458437,0.005900717005729184,0.006569693643006621,0.016381350989742357,0.016106899035987512,0.006724072866993722,0.001475179251432296,0.0076846547051356824,0.01723901334522625,0.005866410511509829,0.0013208000274451954,0.007495968986929225,0.020017839376994064,0.14727777968369413
7,0.030633075555982516,0.03094529035976752,0.0024616936452279167,0.002893991065853307,0.0025097266919640714,0.031089389499975983,0.0026057927854363804,0.0026658340938565733,0.0021855036264950287,0.014529996637686728,0.01425380661895384,0.004731255103511215,0.0047672798885633316,0.014205773572217686,0.014217781833901724,0.005019453383928143,0.00434699072962198,0.02028195398434123,0.007973485758201643,0.01833661559152697,0.013028963927181902,0.017544070320380422,0.00851385753398338,0.018108458619530237,0.014998318843364234,0.04537922090398194,0.011071617272683605,0.011347807291416495,0.03554445458475431,0.03772995821124934,0.011467889908256881,0.01206830299245881,0.03913492482828186,0.027979249723809982,0.01269273260002882,0.015466641049041741,0.01086747682405495,0.024881118209328017,0.012056294730774773,0.015670781497670396,0.011780104712041885,0.007084874393582785,0.007625246169364523,0.01661943417070945,0.016403285460396752,0.006856717421586051,0.0062563043373841205,0.016571401123973293,0.016439310245448868,0.009498534992074547,0.0018372640376579086,0.009666650655651088,0.018804937797204477,0.008886113646188578,0.0016451318507132908,0.008393774917142995,0.019981747442240263,0.18944233632739324
8,0.03268983268983269,0.02797082797082797,0.0026598026598026597,0.002059202059202059,0.0024024024024024023,0.03166023166023166,0.004461604461604461,0.0024024024024024023,0.0018876018876018876,0.010467610467610468,0.014929214929214929,0.005577005577005577,0.0037752037752037753,0.013728013728013728,0.019734019734019732,0.007464607464607464,0.005748605748605749,0.020163020163020164,0.007464607464607464,0.01613041613041613,0.017674817674817676,0.026426426426426425,0.009781209781209782,0.019734019734019732,0.017846417846417845,0.058944658944658945,0.013728013728013728,0.009266409266409266,0.03260403260403261,0.05568425568425568,0.012784212784212785,0.00858000858000858,0.047876447876447875,0.03311883311883312,0.013813813813813814,0.010896610896610896,0.0066924066924066924,0.026683826683826684,0.015615615615615615,0.016302016302016303,0.012097812097812098,0.00858000858000858,0.004633204633204633,0.011668811668811669,0.01123981123981124,0.004375804375804376,0.0033462033462033462,0.013556413556413556,0.017245817245817245,0.007722007722007722,0.0007722007722007722,0.006435006435006435,0.02247962247962248,0.006520806520806521,0.0007722007722007722,0.005233805233805234,0.021535821535821537,0.15435435435435435
9,0.021374608439285056,0.020384190160309564,0.001773539708863092,0.0027409250046065967,0.001451077943615257,0.02001566242859775,0.001957803574718998,0.003247650635710337,0.0019117376082550212,0.010134512622074812,0.009858116823290953,0.005090289294269394,0.004215035931453842,0.009028929426939378,0.010226644555002764,0.005228487193661323,0.004767827529021559,0.02174313617099687,0.007646950433020085,0.01628431914501566,0.012576008844665561,0.021351575456053068,0.0076008844665561084,0.018403353602358577,0.017205638474295192,0.07543302008476138,0.020960014741109267,0.011954118297401879,0.04065321540445919,0.06688778330569375,0.01902524414962226,0.016215220195319697,0.053851114796388426,0.044868251335913024,0.016883176709047355,0.01644555002763958,0.011861986364473926,0.04125207296849088,0.016261286161783673,0.016422517044407593,0.012368711995577666,0.007554818500092132,0.006449235304956698,0.013220932375161231,0.013174866408697255,0.006518334254652662,0.006334070388796757,0.012645107794361525,0.013082734475769301,0.007877280265339967,0.0016123088262391745,0.00642620232172471,0.012437810945273632,0.007163257785148333,0.0015662428597751981,0.006311037405564769,0.011677722498618022,0.12838584853510226
10,0.03389248788021794,0.030803552275944914,0.0032176412544510703,0.002316701703204771,0.002874426187309623,0.026470462053284138,0.0030031318374876656,0.0025741130035608563,0.003517954438199837,0.015702089321721225,0.01514436483761637,0.00549144107426316,0.005577244841048522,0.014243425286370072,0.014415032819940795,0.005362735424085117,0.005748852374619246,0.01956325882706251,0.00823716161139474,0.019820670127418595,0.01793298725814063,0.01647432322278948,0.007808142777467931,0.02063580591187953,0.018404907975460124,0.04672015101462954,0.010768372731562916,0.010768372731562916,0.05015230168604402,0.04697756231498563,0.006821399459436269,0.010382255781028787,0.057231112445836375,0.02930198635720108,0.013471191385301815,0.01184091981637994,0.013771504569050581,0.02556952250203784,0.010811274614955596,0.012141233000128706,0.013642798918872538,0.005705950491226565,0.006177871208546055,0.014886953537260286,0.013986013986013986,0.007422025826933802,0.005405637307477798,0.013127976318160367,0.014758247887082243,0.008580376678536188,0.0015873696855291948,0.007422025826933802,0.017546870307606505,0.006735595692650908,0.0011583508516023854,0.0066068900424728644,0.018233300441889397,0.16105367025612424
