CaseID,Feature__NGTDM_Coarseness(IBSI:QCDE),Feature__NGTDM_Contrast(IBSI:65HE),Feature__NGTDM_Busyness(IBSI:NQ30),Feature__NGTDM_Complexity(IBSI:HDEZ),Feature__NGTDM_Strength(IBSI:1X9X)
1.0,0.00042510921315368,0.0714247781044564,1.678771313699499,2538.758298965351,0.8444667006960437
2.0,0.0029994925624262,0.0459560483157837,0.2799948018586365,1839.3848821625077,7.254541019294885
3.0,0.0036544955696051,0.2185261885912866,0.3547747117621777,2370.396988410853,6.3036577265164375
4.0,0.0056797414412694,0.1081811534782878,0.1810594451600429,3581.654366103933,13.836423280159318
5.0,0.00035123932788052166,0.0904978951371358,3.1896465461460792,1900.2340479304903,0.7458709292482469
6.0,0.0004074127178364363,0.0662614585592899,1.5330745446701288,2581.119972639735,0.7890880946411682
7.0,0.00024635500874300336,0.0301372279955589,3.004174708652695,2811.4447867320314,0.8307217001066228
8.0,0.0023166615331063,0.135458063453419,0.3658118798001049,3030.4209919382733,4.332590785308808
9.0,0.0014976000985154,0.0303979124247718,0.5504598017621515,1100.490004488522,3.1710815134486907
10.0,0.0013999578226844,0.0301710305707472,0.5515883601067489,1877.7427603926376,4.077014577517128
11.0,0.00021716373872430252,0.0324210268826874,4.368913808597011,2281.367308613193,0.8028608465167478
12.0,0.0005507215956147723,0.0210882063275726,1.368370981774187,1863.5071086185471,1.958435728978504
13.0,0.0004300723996960417,0.0972885632091212,1.989279746353012,2704.965877434863,0.8201742113093691
14.0,0.0004980673932287653,0.1084739441878258,2.124467455180975,2556.1558741182494,1.114321055152221
15.0,0.000798579766423343,0.125201491123795,0.7369162014899914,2839.652847913143,1.194759437088225
16.0,0.0025722061180303,0.1125656334399291,0.4370896011470495,3183.6685514285223,6.099350957896973
17.0,0.0046925205165348,0.0444485704281323,0.1689873509432876,1898.602956478916,12.562690185354652
18.0,0.001095774663685,0.0744747542183365,0.981753774646822,2790.198184739462,2.984310758403453
19.0,0.0030573705982607,0.0443806990022566,0.2538827919456552,1982.7968250139952,7.612187389479192
20.0,0.0066178269098204,0.0858196320435618,0.1193012642839959,1898.7597614974368,12.027586897828058
21.0,0.0008643637582470395,0.0753587933064204,0.8863865836248841,2881.282243467375,2.1214998288368854
22.0,0.0012152375936799,0.0983597159860439,0.7221379799132824,2748.390297057791,2.440512947888625
23.0,0.0052080869806358,0.1634486075336802,0.1623541143785094,3101.852668825032,7.842166519270389
24.0,0.00115400112137,0.047805164953616,0.5407286201543227,1845.954528682567,2.036540003241664
25.0,0.0012518447043062,0.0512578638709505,0.58261743833757,1816.614867755668,2.416270453359312
26.0,0.0013309498643804,0.0729603567327266,0.7819283212211697,3895.883364678749,4.718235238327733
27.0,0.0004719366127831103,0.0481096067267947,1.5617660734821726,1995.8594744126697,1.0458031640931018
28.0,0.0013622440202322,0.0684644379435339,0.6682780257839344,3101.349276229897,4.0623761287253535
29.0,0.0037579034562394,0.0409497187426847,0.246895775226326,1760.871382007596,8.938231312692198
30.0,0.0052196481008889,0.0912699611168293,0.224981537212591,2199.305784958985,10.765743329046757
31.0,0.0036181085831137,0.0828183148491406,0.2574492978764341,2517.0711558678154,7.07970250664117
32.0,0.0028428030203275,0.1443964127312798,0.3581011262179121,2671.8622678290767,4.807867792768161
33.0,0.0104833462928185,0.1025045082969672,0.0846566340255185,2252.2887188660743,18.37106831737084
34.0,0.0038755166813233,0.0348150934259635,0.2127422103796614,1926.950757720064,10.568102216192637
35.0,0.001175149091677,0.0864171127361263,0.542697694329418,3117.7053349167068,2.0915381516771645
36.0,0.0011275166910606,0.0941969687813355,0.8204530716800833,2821.991665707852,2.585838683684848
37.0,0.001386241819193,0.0852772133838067,0.7559277055827627,2028.059378127585,3.3528556469367228
38.0,0.0043399667417591,0.1400292151451455,0.2355008370400483,2866.356057134285,7.34259374504545
39.0,0.0017106178070747,0.0739714038429002,0.452216360343116,2701.0286464049395,3.8529313421093474
40.0,0.0025644561996073,0.106592184083881,0.3761877565448838,2599.3631448792094,4.682398384396438
41.0,0.002648359976972,0.0952293730025293,0.3692027607553842,2341.628085436513,5.164746241201908
42.0,0.0062410766457899,0.0661279595825947,0.1332641228953622,1376.338115385543,8.905990898853512
43.0,0.0006833316219911985,0.0743815100152644,1.2824533447161044,3223.2506848235853,1.8406442539038343
44.0,0.0048116386369772,0.1667893087892844,0.1643107168573635,2439.3187133462084,9.156097441003409
46.0,0.0015285779458572,0.0408666828609217,0.8833428236523844,882.694591720327,3.124729357153184
47.0,0.0016133289975282,0.1474381078196601,0.4669938822863608,2630.991219184556,2.409820321048221
48.0,0.0020194865129109,0.0227638615698579,0.9703346596310322,838.093642167588,17.87238845171366
49.0,0.0029517064219063,0.125022507645149,0.2768604744468517,2325.854948838889,4.342256349283257
50.0,0.0036448820743042,0.0467281496849279,0.2518290358197307,1591.4952119846246,7.774206557798958
51.0,0.0006238989556104329,0.080873528193387,0.959373802870546,2381.6561238929453,1.0471600097583211
52.0,0.0011616527895297,0.0480156558832555,0.5827333919945366,1549.7633975172969,2.0578276535177418
53.0,0.0006599999718950989,0.0900894467416617,1.09350824397469,2719.064914193025,1.1655775414787413
54.0,0.0040592141973601,0.0703420575645352,0.175501841615372,1945.543312963767,6.502072370210181
55.0,0.0022231458514489,0.0994833022038567,0.283269083292955,2697.754286095996,3.6649916112607897
56.0,0.0007209073101839428,0.0227037240628552,1.4350986297196076,1563.9451222359548,2.7180957908553824
57.0,0.0080483433342962,0.1202464012442481,0.1271732535986644,1602.7840169834938,22.28460449248851
58.0,0.0007013275398887673,0.0583947142198765,1.1877204957003242,1978.6733052624088,1.425320881985387
59.0,0.0021473009646417,0.062365828762908,0.3619940514303837,2938.7948546279363,5.242878845041363
60.0,0.0028282527224516,0.0947852794988719,0.2701591064240002,2504.931916827885,4.908001085431279
62.0,0.0018443745514231,0.1919774452634225,0.3930627689973065,5712.897448660637,3.8714600833969617
63.0,0.0049155250162204,0.0944743079602718,0.1924023771864339,1965.1577708006412,8.129317457806776
64.0,0.0020738915252033,0.1327904191535172,0.4857141751624091,2229.395566330973,3.260500589040646
65.0,0.004317731373037,0.1097428192287703,0.1918833860735536,3000.5387858191525,7.508667266864718
66.0,0.000911403325664802,0.0442909911350186,0.7351478158411855,1990.436713006708,2.1075041015235607
67.0,0.0007733808934965542,0.0520993691926352,0.9576246324676714,2879.4689384631743,2.053983317279206
68.0,0.002062593031364,0.1184499949172674,0.4787052995008197,3158.132802572786,4.389868801600231
69.0,0.0023074978497506,0.1401942368285252,0.4046758788958828,2681.2085879797987,4.113639610089665
70.0,0.003111276167282,0.1013339249628811,0.2559047328932851,2184.5873423882367,4.407385244644865
71.0,0.0013479536135514,0.0608458863540133,0.6010829334177271,2827.427531090551,3.501118543366703
72.0,0.0006189400616277574,0.036998572253952,1.5000384663642428,2124.8719183287044,1.942575973872918
73.0,0.0005538841165829433,0.0634798077674964,1.1794124667948334,2731.776157079415,1.149321336717538
74.0,0.0044684439283962,0.1127872899988893,0.168603854600306,2230.8464526486523,6.058935775344399
75.0,0.0053765574000134,0.0954046477775501,0.1193133951951227,2108.3186465597737,7.837065639257992
76.0,0.00046152755383695176,0.0559390021530924,1.7898998869539091,2672.8740730003365,1.1776386447145897
77.0,0.00014746264109840072,0.0492508637980663,4.803373059547052,2517.2352078705417,0.3635598849401842
78.0,0.00019426747128874816,0.0586745165168227,4.720391515243676,2053.7603671410543,0.6675086845048605
79.0,0.0005429443722911982,0.0770840198409957,1.161511295342574,2509.636383111883,0.9177741519668018
80.0,0.0021097624207256,0.0554293484703065,0.7226774686870348,1950.2687846770227,7.549817701564022
81.0,0.0011098199426705,0.0848165347037846,0.7357208103050065,2776.6510740639887,2.4021198210539225
82.0,0.0005635245699214991,0.0688302273789028,1.421123204788888,3297.2331817237773,1.4771216266009763
83.0,0.0005998648829308594,0.0780893406943502,1.5142330061814946,2279.60281851098,1.1300920012865296
84.0,0.0043824448551909,0.0966315085958629,0.1559787130727991,1876.58975098956,6.558229890278861
