CaseID,Image_filename,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35,Feature__36,Feature__37,Feature__38,Feature__39,Feature__40,Feature__41,Feature__42,Feature__43,Feature__44,Feature__45,Feature__46,Feature__47,Feature__48,Feature__49,Feature__50,Feature__51,Feature__52,Feature__53,Feature__54,Feature__55,Feature__56,Feature__57,Feature__58,Feature__59,Feature__60,Feature__61,Feature__62,Feature__63,Feature__64,Feature__65,Feature__66,Feature__67,Feature__68,Feature__69,Feature__70,Feature__71,Feature__72,Feature__73,Feature__74,Feature__75,Feature__76,Feature__77,Feature__78,Feature__79
1,001_img.png,125.79441708810221,99.14709367347238,126.24723848815545,98.37183485273721,118.89388142134682,115.92313578743877,99.40241549108332,120.79654034115455,67.02099414426404,110.6617799270438,125.99830316742081,96.06099293488796,126.24158237955815,95.58268707712094,120.25548975246207,114.68169792244414,100.74171546446632,120.93475264660687,68.43769962736226,111.47282712781498,127.48085240883684,92.7196562475473,126.54566475911632,92.19612506290196,121.3977408836838,112.15202411932037,103.9660799840298,121.14013300531595,70.81269962736226,112.84280278285635,129.14053766302902,91.10822368612139,127.60234229438382,90.42413649487163,122.20353673143465,108.70740064083596,107.92467394197497,120.79374242651232,76.85721652914559,115.55194108909423,130.94310620175673,90.48551716488033,129.1925572265105,89.52067392799317,122.88102209209475,105.02293143751172,112.22458078253926,119.44072925690163,87.6147524620708,118.99784087611289,131.57063481501197,90.03369819145978,129.87859329252063,88.9716343730659,123.09731833910034,102.13714612116115,115.71403380356668,116.66698087471907,98.40494410433857,120.6512152644415,132.06927069470322,89.64122433879774,129.64150252861324,88.72738237250773,124.51377428799574,100.0952004418728,117.88933989885547,112.94254202141917,106.87318671812616,119.81253630779652,131.09033138142135,89.47746152849345,129.3367214532872,88.24418124748807,125.30893997870642,98.73131148277626,119.61816276284269,110.18447028587796,110.5638973915358,117.46878408495499
2,002_img.png,133.77742749054224,95.11110940930475,132.6397946315979,95.10296619618599,121.16348405692668,117.21978637200856,92.55125202666186,119.74238634015354,60.238065213475046,106.7431376779302,130.04521707800396,95.17085551953117,130.74067735543144,95.08023918488004,120.81597910286435,116.11727707859535,90.8735362997658,119.18555525416433,61.73329129886507,107.68478158398132,129.73230048639886,92.46794222005592,129.66816789767608,92.71300584567174,121.06251125923256,113.32202176829189,93.97568005764727,119.62182251149075,63.236083588542606,108.74360367737363,130.37921095298145,89.67482616664104,128.61628535399026,89.22814167090377,120.27193298504774,109.17590041954871,101.88632678796613,120.50730773772808,69.85993514682039,112.47533054812048,130.7846333993875,87.42395828957466,128.8874977481535,86.11572700000852,119.26742929201946,104.49644159199536,109.84966672671591,119.6224861410901,80.86984327148262,117.0270047697995,130.87713925418842,85.92294102325637,126.40443163393984,84.94812711474559,119.23383174202846,99.71221198143556,115.4493784903621,116.19418852899369,96.1581696991533,120.57891801117275,132.15699873896594,85.34136279164044,127.12403170599892,84.05509009245331,120.79084849576653,95.72461249175541,119.99891911367321,111.75451372239625,106.85399027202305,120.04057378616537,131.27562601333094,85.21990722429548,125.1529454152405,83.66255012346944,120.55494505494505,93.43907793193378,120.75617005944875,107.84030230376943,113.22599531615926,117.88588611600989
3,003_img.png,116.94022092267706,95.79731136541263,116.37849252761534,95.50889209720576,107.79683777344596,113.36334640036586,92.19893870478666,117.42486090512415,81.41802035954083,116.09915550777255,112.99761750054148,88.92036111190329,113.37556855100715,89.34609968148479,107.36528048516352,109.67875044219925,96.14782326185835,118.15604104229983,81.76813948451375,116.27156460929915,114.96696989387048,88.23526310599516,115.38217457223305,88.65170005760274,108.37296946068876,104.7422165871213,100.06086203162226,118.5721399452111,77.18886722980291,115.08615234751876,118.35455923760017,85.74603184242731,115.91108945202512,85.87400671751965,108.84492094433615,99.27658954140023,101.61089452025125,117.83067284026484,76.62670565302145,115.12852206303093,115.00010829542994,84.32317456727074,116.46956898418887,83.8899370917334,113.0978990686593,96.733076099201,105.2350010829543,115.69208273772475,85.54429283084254,117.9415052279268,118.29867879575482,83.41446358973297,117.58013861815031,83.6131696542989,118.36722980290232,93.80990121476295,110.5965995235001,110.77525768073271,96.91704570067144,119.19437100180073,118.91996967727962,81.78790635745929,117.85282651072124,81.98518265204169,118.59540827377084,91.255278920361,114.64933939787741,104.59848588276974,105.56356941737059,115.5871326180041,120.17294780160277,81.68186515850526,119.46469568984189,81.54464567811432,122.08858566168507,91.0606963268009,115.9459605804635,100.98181225420527,111.89939354559237,111.50341734182172
4,004_img.png,113.42429378531074,101.08101397994147,117.71129943502825,101.4754777480115,119.55706214689266,117.56206135201577,93.07062146892656,118.36812054671083,58.146045197740115,104.06307232194669,119.37937853107344,100.44560814801186,121.98785310734463,100.0984917196228,120.35395480225989,116.68439917051151,96.76638418079096,119.5386657060813,63.791242937853106,107.94271698128857,122.06299435028248,98.57784923295623,122.06101694915255,97.72480214816513,121.2819209039548,115.13980036437681,98.55254237288136,120.26514402110737,65.44887005649717,109.64064020516723,122.0635593220339,97.08812861145655,122.9412429378531,96.00643778221462,121.64802259887006,113.15621599918286,104.50508474576272,121.36681676402944,72.45960451977402,113.61527810577518,117.27994350282486,96.06103811673391,119.24237288135593,94.67695601966243,121.27457627118645,110.62516891603741,109.06412429378531,121.03468994697685,78.23446327683615,115.87665538951299,115.40169491525424,94.79360092742695,117.64124293785311,92.8566454493421,122.35988700564971,108.06682582053146,112.46412429378532,119.32734311392599,89.30593220338983,118.76520024682198,113.86864406779661,93.38618245384427,117.3542372881356,91.20724489640837,122.58220338983051,106.1591879495389,114.91468926553672,116.6840054542963,96.24406779661017,118.52479433261473,115.6090395480226,92.48372724589025,119.01412429378531,90.35430463168912,121.71101694915254,105.2655551938299,117.01101694915255,114.2778240301569,100.86610169491526,116.94609861320049
5,005_img.png,117.02383300022207,103.22170146854911,117.22815012214079,102.47888784235869,106.37916944259382,115.96747367855596,85.62722629358205,117.45955307842806,59.522869198312236,106.57454242157131,115.53347546080391,102.25863946752513,115.84327781479014,101.50865243740498,105.05770375305352,114.95211269782033,86.62624916722186,117.68048973041734,60.40882966910948,107.21465100624715,115.07914723517655,101.33761860795383,115.44119031756607,100.35553791290747,104.90061736620031,113.1839161401235,89.98469464801244,118.38772686346189,62.718534310459695,108.753204030416,116.80874083944038,100.71908480502556,115.93703753053519,99.21050389800195,105.91853431045969,110.99784241353031,93.86357539418165,118.53089689198443,70.08248723073507,112.57283910491078,117.73372418387741,99.87762345951356,117.03595825005551,97.93704642660549,107.84517876970908,108.65538065073041,97.07060182100821,117.4362778287473,80.25220519653564,116.30683340688016,118.81676215856096,99.29737695940213,117.71602043082389,96.97453401972327,109.25683322229625,106.28759677566305,100.56840328669776,115.25473179085542,88.51016655562958,117.56337026518531,119.91745947146347,99.00091359697115,118.40750610703975,96.4530039626361,110.75595825005551,104.55887504982813,103.01675327559404,112.35307788278054,93.91842771485676,116.40525609164919,120.67322229624695,98.9694609805628,119.38451698867422,96.31077807298318,112.03120586275816,103.67359099548123,104.56364201643349,110.22093548627434,96.63087719298245,114.31034914853288
6,006_img.png,120.89335826271913,92.37607086261394,120.91555456447905,92.03638987499463,116.2392706439329,113.28684317955644,99.11501252187038,120.2193689022341,73.72841263851247,113.97987768771905,122.15312703694809,90.60813216319158,121.62058732718104,90.44419060185486,116.63955881848435,112.13098226142871,101.04583347627705,120.4729820327301,72.85297951902295,113.63838936650592,122.85984081786683,88.74994502593489,122.56435898315551,88.57748272210999,117.5967614669457,110.098166385855,105.84532917081204,121.02568889149812,74.34182990840166,114.53161989319864,124.12257710384576,87.40914643979832,122.98517959449724,86.9823563126729,119.62458403375759,107.55747634702405,110.1827335414594,120.72277843715229,81.97936464372705,117.5862558647113,125.96005008748156,86.53491056674746,124.77338845243405,85.9613232201569,120.77717932004528,104.6350334842213,114.464029640811,119.35634187383337,93.76740196919276,120.72944456530708,127.50375656111702,85.83572199351752,126.0365021098494,85.07618462909855,121.8913513328073,101.950248143361,117.17396823218635,116.8454380213335,103.59857971113932,121.60681435137352,128.7848296682562,85.37085049574503,126.91425091769872,84.4542970578903,122.92305053346598,99.88803097181537,119.68861710521801,113.97382719422096,110.70319736526125,120.6521894907577,129.32918796528182,85.13277499245632,126.99559161549281,84.12290375643062,123.70527290816152,98.77368613005986,120.94286253387766,111.83762794996277,114.58816769014375,119.03343572505025
7,007_img.png,126.94286469090734,102.68249159096682,126.19566261587973,101.75129045941299,118.2731639367885,117.37823941749276,95.43035208223257,120.57101008955281,60.11730870839137,107.15100210527302,127.22694413756665,102.31599731883762,126.42380757961477,101.36520670051516,119.2954392622124,117.05057465714958,96.3174143810942,120.76132433058352,59.238544118353424,106.67450897964757,125.56382391085066,101.09233899797637,125.49858302512128,99.98149576820124,120.04334982467938,115.89720718799815,100.41767135789424,121.45020905751738,62.80325664056871,108.96325924404412,124.22161246937894,99.77937037562567,124.84383255679907,98.35515634379853,120.65499063355588,114.07240970766944,105.3799293914213,121.65971359523796,70.18821749363562,112.86962143083545,123.1120971228205,98.50565588573298,123.74010519237235,96.79283545811336,121.06361977040204,111.78141167966828,109.75363850329026,120.9573110212027,82.96342283491042,117.9382566282311,123.00649646957106,97.59033875998068,123.83075555982516,95.52147474938539,120.69497814496374,109.28548155823884,113.80504587155963,119.3702018414018,95.55278831836303,120.85903820321438,123.19303280657093,96.88343620721243,124.16767135789424,94.40323139111685,121.24650559584994,107.0296245302214,116.76821653297469,117.1046429805525,104.74613333973774,121.17946455711422,123.64710120562947,96.32044408198657,124.29662808011912,93.68479237560294,121.89659685863874,105.4641136428972,118.57245785100149,115.05669915201598,110.154150055238,120.20349698749304
8,008_img.png,116.37151437151437,89.67777262907842,116.84616044616044,89.2323788298439,116.14989274989274,110.77320046964401,108.18644358644359,119.9761108274935,86.66726726726726,117.90010665421143,113.1057915057915,88.23568948620164,115.34586014586014,88.0672429596749,115.5913341913342,110.11897568181718,107.7051909051909,119.95083042266214,86.38172458172458,118.01011260004837,116.34637494637495,86.35428341303495,117.2053196053196,86.26278114325574,115.94791934791935,108.43578024493036,108.94019734019734,119.96225822811462,84.5906477906478,117.74281827486348,121.17906477906477,84.48018016160833,120.44864864864864,84.09420521668959,117.95006435006435,105.76783173000942,113.32878592878593,119.83847132695053,89.04813384813384,119.35979876531522,124.3989703989704,83.00535240253156,124.24006864006864,82.52301437268024,119.97777777777777,102.18081367111938,117.42531102531103,118.66111462047185,96.93058773058773,121.16881050345552,125.4947232947233,82.10079470533097,124.70673530673531,81.22167875676288,121.98206778206779,98.25890089273076,119.77589017589018,115.96807302801459,105.05945945945946,121.7088323804649,126.68365508365508,81.55084878978829,125.01149721149721,80.66622337294497,122.62410982410982,94.91156452994568,122.98841698841699,112.36955846381015,111.12157872157871,120.53572775941127,125.6870870870871,80.92153902949649,125.36087516087517,80.18326507572819,123.69463749463749,92.58920135303993,121.94843414843415,109.07292811357573,115.27558987558987,118.74380412125696
9,009_img.png,124.0324074074074,102.5696246567173,124.18834070388797,101.71422246128795,118.2289708863092,117.63893757308658,95.41878570112401,120.25245211508172,66.60532983231988,110.52334405016964,125.02904459185554,102.26647011451196,125.09171733922977,101.45474800290813,119.37209784411277,117.6252438296324,96.15222498618022,120.52213648124379,66.55778975492906,110.56010213880708,124.50039156071495,99.78563097141469,125.13944168048646,99.04583524213011,120.0803620784964,116.52583664446111,97.71664824028008,120.82490908727519,67.05048829924452,111.00895379718092,123.07771328542472,96.83609270828862,124.03782015846693,96.15145889297548,120.43518518518519,114.6153941890418,100.19637921503593,121.0626104514458,68.05131748664087,111.66746137030644,122.01960106873042,94.17164389996336,123.23132025059886,93.39383180147829,119.59157914133039,112.20166140495351,103.30398931269578,121.01854260049359,73.86138750690989,114.48069389907216,123.17521190344573,92.09950477740621,124.11205546342362,91.18583498034903,118.43981481481481,109.78214317128375,106.1666206007002,120.33020993093777,79.93018702782385,116.7862302323489,123.37919200294822,90.52273138201022,124.66535378662245,89.447531559516,119.5120232172471,108.1262458880388,109.22489404827714,118.97612073636975,87.4732817394509,118.6290362256666,123.18979178183159,89.43011485028208,124.34436613230146,88.34987881565657,120.61739911553344,106.98966346206493,111.33033904551317,117.55341774106266,93.04410816288926,118.92127592111132
10,010_img.png,127.90514393581878,92.82887908693543,126.70303316315587,91.44258046991995,122.98009352610579,112.31030632317359,109.75275644600798,121.06987393092301,80.67544725213438,116.25439877991664,126.76820112402935,91.6010443342376,126.30601913423999,90.1218775604969,123.32871423055472,111.18092215513535,110.75498734394439,121.05609392716478,82.60804839332447,117.0872090519703,126.76991719936505,90.49815397142433,127.20181045947918,88.67845756083183,124.7607790982024,108.62237076424631,112.91539748594964,120.70447133733501,87.48161654296624,118.9609572747675,124.35883135269638,88.42079664269842,125.75871980779957,86.3271523796846,126.15852245913595,104.93724444525195,115.59359045862114,119.69831711473705,93.08245741988074,120.57092180212351,122.55111759406238,86.61071447972047,124.66613754343815,84.31069641296604,125.27332789909477,100.97037947293687,117.27448624994638,117.79054814596562,99.19026985284654,121.64753772802474,121.81075979235489,85.7103946540083,123.00300313183749,83.43856413384356,124.01771847784117,97.83114499342724,119.04028486850572,115.07469406794678,104.25947059075894,121.7931784027977,121.24647132009095,85.17826472017313,122.27864773263546,82.8183521543245,123.4407739499764,95.57307061904633,120.48848084430907,112.05237749427559,107.5533913938822,120.82681834377071,121.58256467458922,84.85416277148236,122.75451542322708,82.3830268856942,124.1524303916942,94.24642521580402,121.57660131279764,109.63995156358217,112.9941653438586,119.69337410932718
