CaseID,Image_filename,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35
1,001_img.png,0.008879795827972412,0.06492164265676742,0.0,0.03619413216342199,0.0,0.004513720444622556,0.0,0.15207441311088143,0.0,0.0005483959418700301,0.0,0.002889624770622851,0.0,0.002784164012570922,0.0,0.4373668557929594,0.0,0.012971673240387251,0.0,0.0022990445255320494,0.0,0.00023201366771424353,0.0,0.005715973086414545,0.0,0.002531058193246293,0.0,0.0010967918837400603,0.0,0.006306553331505347,0.0,0.2586741473497712,0.0,0.0,0.0,0.0
2,002_img.png,0.005208898534997287,0.0577319587628866,0.0,0.0352685838307108,0.0,0.003147042864894194,0.0,0.12371134020618557,0.0,0.0009766684753119914,0.0,0.0017362995116657625,0.0,0.0019533369506239827,0.0,0.5042864894194249,0.0,0.013564839934888768,0.0,0.0019533369506239827,0.0,0.00010851871947911015,0.0,0.005534454693434617,0.0,0.0018448182311448726,0.0,0.0009766684753119914,0.0,0.004123711340206186,0.0,0.23787303309820945,0.0,0.0,0.0,0.0
3,003_img.png,0.0070997990622906895,0.06255860683188212,0.0,0.027863362357669123,0.0,0.0036168787675820496,0.0,0.12350971198928332,0.0,0.0005358338914936369,0.0,0.0021433355659745477,0.0,0.0010716677829872739,0.0,0.4973878097789685,0.0,0.014735432016075016,0.0,0.0025452109845947755,0.0,0.00013395847287340923,0.0,0.005090421969189551,0.0,0.0005358338914936369,0.0,0.0013395847287340924,0.0,0.004018754186202277,0.0,0.24581379772270595,0.0,0.0,0.0,0.0
4,004_img.png,0.007692307692307693,0.0673992673992674,0.0,0.045787545787545784,0.0,0.00695970695970696,0.0,0.16080586080586082,0.0,0.0003663003663003663,0.0,0.002197802197802198,0.0,0.002564102564102564,0.0,0.3893772893772894,0.0,0.01904761904761905,0.0,0.0014652014652014652,0.0,0.0014652014652014652,0.0,0.00695970695970696,0.0,0.002197802197802198,0.0,0.002197802197802198,0.0,0.008791208791208791,0.0,0.27472527472527475,0.0,0.0,0.0,0.0
5,005_img.png,0.012012930862456597,0.08254732669052402,0.0,0.045816759568439114,0.0,0.005308039218294776,0.0,0.1707618832231372,0.0,0.0012505155050619272,0.0,0.00457635461426918,0.0,0.0029001317032287246,0.0,0.3795846692120422,0.0,0.014114861179475581,0.0,0.0027138847131131186,0.0,0.00026606712873658025,0.0,0.006252577525309636,0.0,0.0025010310101238544,0.0,0.0013968524258670463,0.0,0.00538785935691575,0.0,0.2626082560630047,0.0,0.0,0.0,0.0
6,006_img.png,0.009355509355509356,0.0570876999448428,0.0,0.04344690058975773,0.0,0.004773219058933345,0.0,0.17132674275531418,0.0,0.0006364292078577793,0.0,0.0026305740591454877,0.0,0.0025245025245025244,0.0,0.4322627179770037,0.0,0.008167508167508167,0.0,0.002418430989859561,0.0,0.0002545716831431117,0.0,0.0055581484152912725,0.0,0.0021002163859306718,0.0,0.0012728584157155585,0.0,0.005261148118290975,0.0,0.2509228223513938,0.0,0.0,0.0,0.0
7,007_img.png,0.009824814315710301,0.06482497101131342,0.0,0.04207276943808957,0.0,0.006361841486727883,0.0,0.17189507662414993,0.0,0.0007834780156068821,0.0,0.0025227992102541605,0.0,0.003102572941803253,0.0,0.3912689209940769,0.0,0.013005735059074243,0.0,0.002569807891190573,0.0,0.00032906076655489047,0.0,0.008226519163872261,0.0,0.00272650349431195,0.0,0.0010811996615374972,0.0,0.00816384092262371,0.0,0.2712400890031026,0.0,0.0,0.0,0.0
8,008_img.png,0.011109957429135085,0.04952756723081715,0.0,0.048073927941023775,0.0,0.003322604090956287,0.0,0.17339840099678122,0.0,0.0012459765341086076,0.0,0.0013498079119509917,0.0,0.003322604090956287,0.0,0.45696189388433184,0.0,0.008721835738760253,0.0,0.0016613020454781435,0.0,0.0004153255113695359,0.0,0.00498390613643443,0.0,0.003426435468798671,0.0,0.0011421451562662237,0.0,0.0041532551136953585,0.0,0.22718305471913613,0.0,0.0,0.0,0.0
9,009_img.png,0.0056860941550296844,0.034841263204838754,0.0,0.027928756584998746,0.0,0.0038743484683780695,0.0,0.13922568776653566,0.0,0.00036234913733032304,0.0,0.0017281266549600022,0.0,0.0019511107394709702,0.0,0.44270702678596313,0.0,0.010981966162165175,0.0,0.0020347297711625833,0.0,0.000250857095074839,0.0,0.005100760933188394,0.0,0.0016166346127045182,0.0,0.0005574602112774201,0.0,0.005741840176157427,0.0,0.3154109875407643,0.0,0.0,0.0,0.0
10,010_img.png,0.01054444850446312,0.05162603747977241,0.0,0.0480764211515373,0.0,0.004854622331262724,0.0,0.17053818447564859,0.0,0.001044004802422091,0.0,0.002818812966539646,0.0,0.0024012110455708096,0.0,0.45664770057942267,0.0,0.00652503001513807,0.0,0.0022968105653286006,0.0,5.2200240121104554e-05,0.0,0.005324424492352665,0.0,0.0016704076838753457,0.0,0.0015660072036331367,0.0,0.003758417288719528,0.0,0.2302552591741922,0.0,0.0,0.0,0.0
11,011_img.png,0.008639580004565169,0.06683405615156357,0.0,0.039990869664460166,0.0,0.005740698470668797,0.0,0.166377539374572,0.0,0.0006505364072129651,0.0,0.0030015978087194702,0.0,0.0030700753252682037,0.0,0.37219812828121435,0.0,0.015749828806208628,0.0,0.0025564939511527047,0.0,0.000410865099292399,0.0,0.00832001826067108,0.0,0.002465190595754394,0.0,0.0010842273453549418,0.0,0.008924902990184889,0.0,0.2939853914631363,0.0,0.0,0.0,0.0
12,012_img.png,0.012459122104002579,0.055732117359863664,0.0,0.047786836165998804,0.0,0.0062871355534061075,0.0,0.16726544148127678,0.0,0.000852102620791304,0.0,0.0029708442724886,0.0,0.002763576067431256,0.0,0.4351480816176132,0.0,0.009234950025332781,0.0,0.002187831053383078,0.0,0.0001381788033715628,0.0,0.005573211735986366,0.0,0.0025332780618119847,0.0,0.0013587582331537008,0.0,0.0063331951545299615,0.0,0.2413753396895583,0.0,0.0,0.0,0.0
13,013_img.png,0.009946200099462002,0.06819928568199286,0.0,0.03983001039830011,0.0,0.005832090058320901,0.0,0.17876034178760342,0.0,0.0004973100049731,0.0,0.0023961300239613,0.0,0.0025543650255436504,0.0,0.35010624350106245,0.0,0.0157330801573308,0.0,0.0018988200189882002,0.0,0.00045210000452100004,0.0,0.009064605090646051,0.0,0.0027578100275781003,0.0,0.0011754600117546,0.0,0.0094036800940368,0.0,0.30139246801392466,0.0,0.0,0.0,0.0
14,014_img.png,0.00967689784983487,0.06492066791380863,0.0,0.04168687498556549,0.0,0.005288805746091134,0.0,0.16584678629991456,0.0,0.0008314279775514446,0.0,0.0025404743758516363,0.0,0.002401903046259729,0.0,0.42534469618235987,0.0,0.010785468486570129,0.0,0.002355712603062426,0.0,0.0003464283239797686,0.0,0.006582138155615603,0.0,0.001939998614286704,0.0,0.0014319037391163768,0.0,0.007321185246772443,0.0,0.2506986304533592,0.0,0.0,0.0,0.0
15,015_img.png,0.007539267015706806,0.07003141361256544,0.0,0.04129842931937173,0.0,0.00443979057591623,0.0,0.1581151832460733,0.0,0.000418848167539267,0.0,0.002554973821989529,0.0,0.002219895287958115,0.0,0.41231413612565443,0.0,0.015706806282722512,0.0,0.002387434554973822,0.0,0.0002931937172774869,0.0,0.007790575916230367,0.0,0.0030157068062827224,0.0,0.0014240837696335078,0.0,0.00787434554973822,0.0,0.26257591623036647,0.0,0.0,0.0,0.0
16,016_img.png,0.010510996119016817,0.06710866752910738,0.0,0.04204398447606727,0.0,0.0048512289780077615,0.0,0.17901034928848641,0.0,0.000646830530401035,0.0,0.00129366106080207,0.0,0.0014553686934023287,0.0,0.3641655886157827,0.0,0.012289780077619664,0.0,0.003072445019404916,0.0,0.0004851228978007762,0.0,0.007438551099611902,0.0,0.0029107373868046574,0.0,0.001131953428201811,0.0,0.009864165588615782,0.0,0.29172056921086675,0.0,0.0,0.0,0.0
