CaseID,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35
1,0.03914793007024803,0.10507649987496306,0.0,0.0873439879964535,0.0,0.006206379157478346,0.0,0.15536408484324915,0.0,0.00927546775183577,0.0,0.00870711801213995,0.0,0.008320640189146793,0.0,0.3395776024734581,0.0,0.012276354377429695,0.0,0.00722940868893082,0.0,0.0008411576147498124,0.0,0.007252142678518653,0.0,0.007934162366153637,0.0,0.008161502262031963,0.0,0.007661354491099643,0.0,0.18962420715211312,0.0,0.0,0.0,0.0
2,0.025688930406352173,0.11104624007473143,0.0,0.08967772069126577,0.0,0.005371321812237272,0.0,0.1322979915927137,0.0,0.010859411489957964,0.0,0.005254553946753854,0.0,0.0059551611396543675,0.0,0.4098552078468006,0.0,0.011560018682858478,0.0,0.006071929005137786,0.0,0.00011676786548341896,0.0,0.004904250350303597,0.0,0.006305464736104624,0.0,0.005838393274170948,0.0,0.006071929005137786,0.0,0.1631247080803363,0.0,0.0,0.0,0.0
3,0.02837763012181617,0.10838870431893688,0.0,0.06160022148394242,0.0,0.004568106312292359,0.0,0.12195459579180509,0.0,0.009413067552602437,0.0,0.005537098560354375,0.0,0.00858250276854928,0.0,0.426218161683278,0.0,0.016749723145071983,0.0,0.006644518272425249,0.0,0.0008305647840531562,0.0,0.005675526024363234,0.0,0.0051218161683277965,0.0,0.004429678848283499,0.0,0.005813953488372093,0.0,0.18009413067552602,0.0,0.0,0.0,0.0
4,0.03994027622247107,0.10600970511384845,0.0,0.09705113848450915,0.0,0.012318029115341545,0.0,0.1519223590892124,0.0,0.006345651362448675,0.0,0.007838745800671893,0.0,0.006345651362448675,0.0,0.3101903695408735,0.0,0.010824934677118328,0.0,0.010078387458006719,0.0,0.0011198208286674132,0.0,0.007838745800671893,0.0,0.008585293019783502,0.0,0.009705113848450915,0.0,0.013064576334453154,0.0,0.20082120194102276,0.0,0.0,0.0,0.0
5,0.04268763796909492,0.11343818984547462,0.0,0.08341611479028697,0.0,0.010320088300220751,0.0,0.14801324503311258,0.0,0.011065121412803532,0.0,0.01102373068432671,0.0,0.010306291390728476,0.0,0.29984823399558497,0.0,0.01146523178807947,0.0,0.0074365342163355405,0.0,0.0017798013245033113,0.0,0.009850993377483444,0.0,0.007408940397350993,0.0,0.0074917218543046355,0.0,0.010306291390728476,0.0,0.21414183222958058,0.0,0.0,0.0,0.0
6,0.03645916255373348,0.09284235904200878,0.0,0.09386585393590648,0.0,0.005890781722655628,0.0,0.17258398344212705,0.0,0.007619350876793959,0.0,0.007619350876793959,0.0,0.008210703482157073,0.0,0.33454636431869356,0.0,0.007141719926308368,0.0,0.006618600313871768,0.0,0.000636841267314122,0.0,0.007551117883867446,0.0,0.006777810630700298,0.0,0.006595855982896263,0.0,0.00720995291923488,0.0,0.19783019082493689,0.0,0.0,0.0,0.0
7,0.043410193142176465,0.10962307495958479,0.0,0.10780226325193568,0.0,0.008525482855441163,0.0,0.16833148983238322,0.0,0.009274227856717434,0.0,0.00930826172041181,0.0,0.008542499787288351,0.0,0.288726282651238,0.0,0.010499446949714967,0.0,0.009937888198757764,0.0,0.0008338296605122096,0.0,0.009478431038883689,0.0,0.00956351569811963,0.0,0.00872968603760742,0.0,0.01121415808729686,0.0,0.18619926827193056,0.0,0.0,0.0,0.0
8,0.04321197686287853,0.09980719065441761,0.0,0.1076329817398208,0.0,0.003402517863218782,0.0,0.17874560508109336,0.0,0.0075989565611886125,0.0,0.007145287512759442,0.0,0.006805035726437564,0.0,0.316547578541454,0.0,0.009413632754905296,0.0,0.0072587047748667345,0.0,0.00022683452421458545,0.0,0.008392877395939661,0.0,0.008959963706476125,0.0,0.00827946013383237,0.0,0.007825791085403199,0.0,0.17874560508109336,0.0,0.0,0.0,0.0
9,0.02717661873663865,0.068000117140598,0.0,0.07444285003074941,0.0,0.004422057574603918,0.0,0.1561484171376695,0.0,0.005095616013119747,0.0,0.004656338770609424,0.0,0.005359182358625941,0.0,0.38776466453861247,0.0,0.011333352856766335,0.0,0.006764869534658975,0.0,0.0003221366445075702,0.0,0.005476322956628693,0.0,0.006911295282162415,0.0,0.005564178405130758,0.0,0.006325592292148651,0.0,0.22423638972676954,0.0,0.0,0.0,0.0
10,0.04552264607583266,0.10043793937997003,0.0,0.10971533940301947,0.0,0.004840382620721447,0.0,0.17310130229341938,0.0,0.0070300795205716264,0.0,0.006799585110061081,0.0,0.008009680765241443,0.0,0.3221159386884868,0.0,0.00806730436786908,0.0,0.007663939149475625,0.0,0.00023049441051054513,0.0,0.007202950328454535,0.0,0.008701163996773079,0.0,0.00852829318889017,0.0,0.006684337904805809,0.0,0.1753486227958972,0.0,0.0,0.0,0.0
11,0.03969330652389835,0.11192131592335086,0.0,0.09936044962329514,0.0,0.00834564790813731,0.0,0.1609292860776666,0.0,0.010538045979796021,0.0,0.010223115870054991,0.0,0.009532692167930425,0.0,0.2939509193536665,0.0,0.012136921921558177,0.0,0.008648465321349838,0.0,0.001041691901451101,0.0,0.010961990358293563,0.0,0.009036071610261877,0.0,0.0076188861164272394,0.0,0.011083117323578575,0.0,0.1949780760192834,0.0,0.0,0.0,0.0
12,0.05470521541950114,0.1067305710162853,0.0,0.1080189651618223,0.0,0.005488559059987632,0.0,0.161873840445269,0.0,0.008812615955473098,0.0,0.008709544423830137,0.0,0.008142650999793857,0.0,0.3062255205112348,0.0,0.010745207173778602,0.0,0.010075242218099361,0.0,0.0005411255411255411,0.0,0.008271490414347557,0.0,0.010513296227581941,0.0,0.00948258091115234,0.0,0.009018759018759018,0.0,0.17264481550195837,0.0,0.0,0.0,0.0
13,0.044069823051171686,0.10786704925872788,0.0,0.10263032042085127,0.0,0.009253945480631277,0.0,0.164155906264945,0.0,0.009564801530368245,0.0,0.009875657580105213,0.0,0.009851745576279292,0.0,0.26872309899569585,0.0,0.011932089909134386,0.0,0.009469153515064563,0.0,0.0012673362027737925,0.0,0.012314681970349114,0.0,0.0093974175035868,0.0,0.009134385461501674,0.0,0.0125298900047824,0.0,0.20796269727403158,0.0,0.0,0.0,0.0
14,0.04182784696398712,0.1055678953804687,0.0,0.09568494347250991,0.0,0.007636826474331778,0.0,0.16481569292969628,0.0,0.009433726821233373,0.0,0.008734932241882752,0.0,0.008859716988195362,0.0,0.3219945593850608,0.0,0.009783124110908682,0.0,0.007711697322119344,0.0,0.000998277970500886,0.0,0.009283985125658239,0.0,0.008111008510319699,0.0,0.007686740372856822,0.0,0.007886395966957,0.0,0.18398262996331327,0.0,0.0,0.0,0.0
15,0.03902439024390244,0.11825849099612491,0.0,0.10052427627080009,0.0,0.008297241850923183,0.0,0.15796671985411442,0.0,0.01002963300661044,0.0,0.010120811488488717,0.0,0.011032596307271485,0.0,0.3125142466377935,0.0,0.011078185548210622,0.0,0.009254615910645088,0.0,0.0012309095053567357,0.0,0.010850239343514931,0.0,0.007841349441531798,0.0,0.008981080465010258,0.0,0.009117848187827673,0.0,0.17387736494187372,0.0,0.0,0.0,0.0
16,0.046546546546546545,0.0985985985985986,0.0,0.10810810810810811,0.0,0.007841174507841175,0.0,0.17183850517183852,0.0,0.007007007007007007,0.0,0.008174841508174841,0.0,0.008842175508842176,0.0,0.2709376042709376,0.0,0.012679346012679346,0.0,0.008675342008675343,0.0,0.0018351685018351686,0.0,0.007007007007007007,0.0,0.00850850850850851,0.0,0.007841174507841175,0.0,0.011344678011344677,0.0,0.21421421421421422,0.0,0.0,0.0,0.0
17,0.03943836465001033,0.08899442494321702,0.0,0.08837497418955192,0.0,0.004749122444765641,0.0,0.14619037786495973,0.0,0.005575056782985753,0.0,0.005368573198430725,0.0,0.0045426388602106136,0.0,0.3836465001032418,0.0,0.007433409043981004,0.0,0.006400991121205864,0.0,0.00020648358455502787,0.0,0.005368573198430725,0.0,0.007433409043981004,0.0,0.007226925459425976,0.0,0.0045426388602106136,0.0,0.19450753665083625,0.0,0.0,0.0,0.0
18,0.04810268552557792,0.10692254969156957,0.0,0.092902984609633,0.0,0.007477101377032837,0.0,0.16362390180073524,0.0,0.00816250233659418,0.0,0.008972521652439404,0.0,0.009221758365007165,0.0,0.29459779425509375,0.0,0.010031777680852389,0.0,0.008598666583587763,0.0,0.0006854009595613434,0.0,0.009284067543149106,0.0,0.009782540968284629,0.0,0.009034830830581344,0.0,0.011028724531123435,0.0,0.2015701912891769,0.0,0.0,0.0,0.0
19,0.028148148148148148,0.10469135802469136,0.0,0.09074074074074075,0.0,0.0033333333333333335,0.0,0.1508641975308642,0.0,0.007654320987654321,0.0,0.006049382716049383,0.0,0.007407407407407408,0.0,0.38765432098765434,0.0,0.011604938271604939,0.0,0.005555555555555556,0.0,0.0,0.0,0.004074074074074074,0.0,0.0072839506172839505,0.0,0.007407407407407408,0.0,0.004691358024691358,0.0,0.1728395061728395,0.0,0.0,0.0,0.0
20,0.02175226586102719,0.11097683786505538,0.0,0.08499496475327291,0.0,0.005035246727089627,0.0,0.12265861027190332,0.0,0.00785498489425982,0.0,0.0094662638469285,0.0,0.005639476334340383,0.0,0.43846928499496474,0.0,0.009667673716012085,0.0,0.005840886203423968,0.0,0.0002014098690835851,0.0,0.0028197381671701913,0.0,0.004028197381671702,0.0,0.005035246727089627,0.0,0.006042296072507553,0.0,0.1595166163141994,0.0,0.0,0.0,0.0
21,0.0388651379712398,0.09910610182666149,0.0,0.09177724723779912,0.0,0.0058297706956859695,0.0,0.16267836322247514,0.0,0.00771750596857476,0.0,0.0068846815834767644,0.0,0.006162900449725168,0.0,0.34245738715229584,0.0,0.00949419799011715,0.0,0.006773638332130365,0.0,0.0010549108877907945,0.0,0.008494808727999556,0.0,0.006607073455110766,0.0,0.008161678973960357,0.0,0.007162289711842763,0.0,0.19077230581311422,0.0,0.0,0.0,0.0
22,0.03737595050908622,0.10980796494393608,0.0,0.09253769815697899,0.0,0.005219744812475834,0.0,0.15974996777935302,0.0,0.008506250805516175,0.0,0.008892898569403274,0.0,0.008055161747647893,0.0,0.33399922670447224,0.0,0.010697254800876401,0.0,0.007281866219873695,0.0,0.0010955019976801135,0.0,0.00779739657172316,0.0,0.00818404433561026,0.0,0.00799072045366671,0.0,0.007152983631911329,0.0,0.18565536795978863,0.0,0.0,0.0,0.0
23,0.03517722878625134,0.08592910848549946,0.0,0.08297529538131042,0.0,0.004564983888292159,0.0,0.15843179377013963,0.0,0.00644468313641246,0.0,0.00832438238453276,0.0,0.00644468313641246,0.0,0.37755102040816324,0.0,0.015037593984962405,0.0,0.006981740064446832,0.0,0.0010741138560687433,0.0,0.006981740064446832,0.0,0.006713211600429645,0.0,0.007250268528464017,0.0,0.00510204081632653,0.0,0.18501611170784102,0.0,0.0,0.0,0.0
24,0.054102371095220175,0.11046292811441476,0.0,0.10834587881068874,0.0,0.004939781708694016,0.0,0.1612721114038389,0.0,0.010397064358298833,0.0,0.008797515995483628,0.0,0.009879563417388031,0.0,0.29521076401957097,0.0,0.009926608957470832,0.0,0.010820474219044035,0.0,0.0004704554008280015,0.0,0.008844561535566429,0.0,0.010773428678961234,0.0,0.00917388031614603,0.0,0.008515242754986828,0.0,0.17806736921339858,0.0,0.0,0.0,0.0
25,0.0245024287495164,0.10798263336628981,0.0,0.08021321411683789,0.0,0.003911791256501741,0.0,0.12814340368826033,0.0,0.008898250440613851,0.0,0.0075656622103769935,0.0,0.006834888019601943,0.0,0.4241069509521558,0.0,0.011821347203714052,0.0,0.005803206809095989,0.0,0.0006877874736706357,0.0,0.005416326355156257,0.0,0.007006834888019602,0.0,0.0048574990327988656,0.0,0.005846193526200404,0.0,0.16640158191118945,0.0,0.0,0.0,0.0
26,0.03430079155672823,0.11012963175404382,0.0,0.08190891361707009,0.0,0.00940690604565791,0.0,0.1472983824710336,0.0,0.009751061144889297,0.0,0.008833314213605599,0.0,0.009062750946426524,0.0,0.31972008718595846,0.0,0.013077893770792704,0.0,0.0066536652518068146,0.0,0.0013766203969255478,0.0,0.010783526442583458,0.0,0.008030285648732363,0.0,0.0064242285189858896,0.0,0.01089824480899392,0.0,0.21234369622576574,0.0,0.0,0.0,0.0
27,0.05038949826344603,0.11111983203500579,0.0,0.11180660479171163,0.0,0.005297961266016522,0.0,0.1690638306222161,0.0,0.010144614720483489,0.0,0.009065400388517159,0.0,0.008437493868100386,0.0,0.28249906795125873,0.0,0.00996801601161627,0.0,0.009693306908933932,0.0,0.0005297961266016521,0.0,0.009654062751407884,0.0,0.00986990561780115,0.0,0.00973255106645998,0.0,0.009143888703569256,0.0,0.183584168906854,0.0,0.0,0.0,0.0
28,0.05166969667974357,0.10802793991005645,0.0,0.10697540905176538,0.0,0.008420246866328581,0.0,0.16457755238733135,0.0,0.008707300736771601,0.0,0.009472777724619654,0.0,0.007846139125442542,0.0,0.2868625011960578,0.0,0.009568462348100661,0.0,0.008420246866328581,0.0,0.0012439001052530858,0.0,0.010046885465505693,0.0,0.01435269352215099,0.0,0.009185723854176634,0.0,0.010908047076834753,0.0,0.18371447708353267,0.0,0.0,0.0,0.0
29,0.03242475132411833,0.08383929724841752,0.0,0.07880118847694097,0.0,0.003875468285751195,0.0,0.15463118460147268,0.0,0.005425655600051673,0.0,0.005296473323859966,0.0,0.004908926495284847,0.0,0.39465185376566336,0.0,0.010722128923911639,0.0,0.007234207466735564,0.0,0.0011626404857253585,0.0,0.005554837876243379,0.0,0.006846660638160445,0.0,0.00516729104766826,0.0,0.006846660638160445,0.0,0.1926107738018344,0.0,0.0,0.0,0.0
30,0.029042386185243328,0.08379120879120878,0.0,0.07339089481946624,0.0,0.003532182103610675,0.0,0.14737048665620095,0.0,0.005298273155416013,0.0,0.006279434850863423,0.0,0.004905808477237049,0.0,0.40600470957613816,0.0,0.0066718995290423865,0.0,0.007456828885400314,0.0,0.0007849293563579278,0.0,0.007260596546310832,0.0,0.00510204081632653,0.0,0.005298273155416013,0.0,0.004905808477237049,0.0,0.20290423861852433,0.0,0.0,0.0,0.0
31,0.03954685890834191,0.0819773429454171,0.0,0.09104016477857879,0.0,0.010092687950566427,0.0,0.19691040164778578,0.0,0.008444902162718846,0.0,0.007826982492276004,0.0,0.008444902162718846,0.0,0.30030895983522143,0.0,0.009886714727085478,0.0,0.00576725025746653,0.0,0.0008238928939237899,0.0,0.009268795056642637,0.0,0.008444902162718846,0.0,0.008650875386199793,0.0,0.010298661174047374,0.0,0.20226570545829042,0.0,0.0,0.0,0.0
32,0.03848167539267016,0.09738219895287958,0.0,0.08808900523560209,0.0,0.006675392670157068,0.0,0.16047120418848168,0.0,0.008638743455497382,0.0,0.008769633507853402,0.0,0.00693717277486911,0.0,0.33023560209424085,0.0,0.0075916230366492145,0.0,0.007460732984293194,0.0,0.0007853403141361257,0.0,0.00981675392670157,0.0,0.00549738219895288,0.0,0.006020942408376963,0.0,0.007722513089005236,0.0,0.2094240837696335,0.0,0.0,0.0,0.0
33,0.032604209657449444,0.08460586050350805,0.0,0.08997111019397441,0.0,0.0024762690879075525,0.0,0.1390837804374742,0.0,0.005365249690466364,0.0,0.006603384234420141,0.0,0.00990507635163021,0.0,0.4213784564589352,0.0,0.00990507635163021,0.0,0.005365249690466364,0.0,0.0,0.0,0.004127115146512587,0.0,0.0070160957490713995,0.0,0.005365249690466364,0.0,0.0020635575732562937,0.0,0.1741642591828312,0.0,0.0,0.0,0.0
34,0.04744170984455959,0.10281735751295337,0.0,0.10880829015544041,0.0,0.004371761658031088,0.0,0.18280440414507773,0.0,0.011010362694300517,0.0,0.007610103626943005,0.0,0.006476683937823834,0.0,0.2976036269430052,0.0,0.010200777202072539,0.0,0.008743523316062176,0.0,0.0006476683937823834,0.0,0.009876943005181348,0.0,0.00939119170984456,0.0,0.008095854922279792,0.0,0.008905440414507772,0.0,0.17519430051813473,0.0,0.0,0.0,0.0
35,0.04174935685409776,0.09084895259095921,0.0,0.09856670341786108,0.0,0.006688717383314957,0.0,0.17839029768467476,0.0,0.0075707460492466004,0.0,0.007938257993384785,0.0,0.0070562293274531425,0.0,0.3122381477398015,0.0,0.007423741271591327,0.0,0.0075707460492466004,0.0,0.0008820286659316428,0.0,0.009996324880558618,0.0,0.008746784270488792,0.0,0.008232267548695332,0.0,0.007423741271591327,0.0,0.19867695700110252,0.0,0.0,0.0,0.0
36,0.04409317803660566,0.10047356969153974,0.0,0.09413797516958915,0.0,0.007999488032765904,0.0,0.1622296173044925,0.0,0.007871496224241648,0.0,0.008575451171125048,0.0,0.008831434788173557,0.0,0.3147958530654038,0.0,0.008831434788173557,0.0,0.009535389735056956,0.0,0.0007039549468833995,0.0,0.0074875207986688855,0.0,0.008319467554076539,0.0,0.007743504415717394,0.0,0.007935492128503776,0.0,0.20043517214898246,0.0,0.0,0.0,0.0
37,0.028145435521841487,0.10530996599529166,0.0,0.08014648182055976,0.0,0.0050222338477635365,0.0,0.1329845670939053,0.0,0.009835207951870258,0.0,0.00837038974627256,0.0,0.008736594297671985,0.0,0.4001569448077426,0.0,0.00941668846455663,0.0,0.004708344232278315,0.0,0.0006800941668846455,0.0,0.005650013078733978,0.0,0.0066439968611038454,0.0,0.005493068270991368,0.0,0.0059639026942192,0.0,0.18273607114831283,0.0,0.0,0.0,0.0
38,0.050451965524490223,0.09606895101955014,0.0,0.0931259196972882,0.0,0.0035736808913180576,0.0,0.1475719991591339,0.0,0.009039310489804499,0.0,0.006096279167542569,0.0,0.009669960058860626,0.0,0.3540046247635064,0.0,0.006516712213579987,0.0,0.007778011351692243,0.0,0.0,0.0,0.0054656295984864415,0.0,0.006726928736598697,0.0,0.00882909396678579,0.0,0.007357578305654824,0.0,0.1877233550557074,0.0,0.0,0.0,0.0
39,0.04330517525973396,0.09816487037576464,0.0,0.09156228760073794,0.0,0.007961938052238082,0.0,0.1748713467326925,0.0,0.009806777357024954,0.0,0.007864841246722983,0.0,0.006893873191571997,0.0,0.31323429459170793,0.0,0.01068064860666084,0.0,0.008932906107389067,0.0,0.001068064860666084,0.0,0.00815613166326828,0.0,0.008641615690843771,0.0,0.00602000194193611,0.0,0.00815613166326828,0.0,0.1946790950577726,0.0,0.0,0.0,0.0
40,0.048489191448704165,0.10509972530753613,0.0,0.10103905410247223,0.0,0.00453839722918906,0.0,0.15549982085274094,0.0,0.01027110951869103,0.0,0.006568732831721008,0.0,0.0080019109040965,0.0,0.3377522990564911,0.0,0.008240773916159082,0.0,0.00895736295234683,0.0,0.0002388630120625821,0.0,0.006449301325689717,0.0,0.006568732831721008,0.0,0.008718499940284247,0.0,0.0077630478920339184,0.0,0.17580317687806044,0.0,0.0,0.0,0.0
41,0.01777825665337787,0.09169270552742162,0.0,0.06734188126279496,0.0,0.0038788923607369894,0.0,0.12843443594440254,0.0,0.00948173688180153,0.0,0.007542290701433035,0.0,0.005387350501023597,0.0,0.4465036095248357,0.0,0.009589483891822003,0.0,0.0036633983406960456,0.0,0.0003232410300614158,0.0,0.005171856480982653,0.0,0.004417627410839349,0.0,0.003124663290593686,0.0,0.005495097511044068,0.0,0.19017347268613297,0.0,0.0,0.0,0.0
42,0.047743966421825816,0.07677509618747815,0.0,0.08691850297306751,0.0,0.0036726128016789086,0.0,0.17768450507170339,0.0,0.009094088842252535,0.0,0.0054214760405736275,0.0,0.004372158097236796,0.0,0.34400139909059113,0.0,0.008219657222805177,0.0,0.009793634137810424,0.0,0.0003497726477789437,0.0,0.0062959076600209865,0.0,0.008219657222805177,0.0,0.007869884575026232,0.0,0.008044770898915705,0.0,0.1955229101084295,0.0,0.0,0.0,0.0
43,0.04331306990881459,0.10448328267477204,0.0,0.10253609422492402,0.0,0.007266337386018237,0.0,0.16608092705167174,0.0,0.008311170212765957,0.0,0.007456306990881459,0.0,0.008786094224924013,0.0,0.30271656534954405,0.0,0.009403495440729484,0.0,0.00702887537993921,0.0,0.0014247720364741641,0.0,0.00973594224924012,0.0,0.00807370820668693,0.0,0.007741261398176292,0.0,0.010258358662613981,0.0,0.1953837386018237,0.0,0.0,0.0,0.0
44,0.03279756733275413,0.10621198957428324,0.0,0.08514335360556038,0.0,0.006516072980017376,0.0,0.1500868809730669,0.0,0.008253692441355343,0.0,0.007819287576020852,0.0,0.00999131190269331,0.0,0.36294526498696783,0.0,0.008688097306689836,0.0,0.004995655951346655,0.0,0.0004344048653344917,0.0,0.006733275412684622,0.0,0.005212858384013901,0.0,0.008036490008688097,0.0,0.007602085143353606,0.0,0.18853171155516943,0.0,0.0,0.0,0.0
46,0.04196261908802211,0.073234588252406,0.0,0.10137936050035151,0.0,0.004242321398269133,0.0,0.1824198201255727,0.0,0.004921092821992194,0.0,0.005793798938207559,0.0,0.006302877505999854,0.0,0.2912656662868779,0.0,0.009284623403069016,0.0,0.008411917286853652,0.0,0.0003878693849846064,0.0,0.008993721364330562,0.0,0.00819374075779981,0.0,0.007442243824392136,0.0,0.00993915299023054,0.0,0.23582458607064072,0.0,0.0,0.0,0.0
47,0.04439458289927078,0.10986457248176937,0.0,0.10826187995832999,0.0,0.0068915778507893264,0.0,0.18647327510217165,0.0,0.008013462617196892,0.0,0.008975078131260517,0.0,0.010417501402355958,0.0,0.2686112669284398,0.0,0.00961615514063627,0.0,0.008414135748056736,0.0,0.0006410770093757512,0.0,0.008414135748056736,0.0,0.007853193364852953,0.0,0.009055212757432487,0.0,0.01017709752384005,0.0,0.19392579533616475,0.0,0.0,0.0,0.0
48,0.02327159895277805,0.07834771647435276,0.0,0.08688063609037137,0.0,0.0027150198778241054,0.0,0.17269465722874042,0.0,0.003490739842916707,0.0,0.003393774847280132,0.0,0.0041694948123727335,0.0,0.43372442548240087,0.0,0.010860079511296422,0.0,0.0038785998254630078,0.0,9.69649956365752e-05,0.0,0.003296809851643557,0.0,0.0038785998254630078,0.0,0.004072529816736158,0.0,0.003975564821099583,0.0,0.16125278774362456,0.0,0.0,0.0,0.0
49,0.03722084367245657,0.09602977667493796,0.0,0.0815136476426799,0.0,0.004714640198511167,0.0,0.1445409429280397,0.0,0.0075682382133995035,0.0,0.005583126550868486,0.0,0.00880893300248139,0.0,0.3795285359801489,0.0,0.008312655086848635,0.0,0.006823821339950372,0.0,0.0007444168734491315,0.0,0.005334987593052109,0.0,0.006327543424317618,0.0,0.007444168734491315,0.0,0.005210918114143921,0.0,0.19429280397022333,0.0,0.0,0.0,0.0
50,0.04286810656726236,0.09659028615283412,0.0,0.1155575046595768,0.0,0.004056572744216643,0.0,0.17717355553119177,0.0,0.008551693893213464,0.0,0.008113145488433286,0.0,0.008332419690823375,0.0,0.31049227058436574,0.0,0.007674597083653108,0.0,0.0067975002740927526,0.0,0.0,0.0,0.0077842341848481525,0.0,0.007016774476482842,0.0,0.009319153601578775,0.0,0.007564959982458064,0.0,0.18210722508496877,0.0,0.0,0.0,0.0
51,0.03163845242075191,0.09075160319727685,0.0,0.07756131659727077,0.0,0.00465003191198371,0.0,0.14983436160836397,0.0,0.008205938668206547,0.0,0.007871622648390725,0.0,0.007233382974196882,0.0,0.3967115460596298,0.0,0.00811476157189314,0.0,0.005501018144242167,0.0,0.0008205938668206546,0.0,0.006321612011062821,0.0,0.006078473087560405,0.0,0.005683372336868979,0.0,0.0056225876059933745,0.0,0.18739932528948727,0.0,0.0,0.0,0.0
52,0.025892586224334987,0.08789319308182462,0.0,0.092444624254071,0.0,0.0022925727386129933,0.0,0.15670408954519402,0.0,0.006608003776002158,0.0,0.006237146421226527,0.0,0.0060011462863693065,0.0,0.40018880010788577,0.0,0.01031657732375847,0.0,0.007484575705471831,0.0,0.00023600013485721992,0.0,0.0042480024274299585,0.0,0.005529146016654866,0.0,0.005900003371430498,0.0,0.006304575031185732,0.0,0.17571895755369002,0.0,0.0,0.0,0.0
53,0.042759825327510916,0.10812227074235808,0.0,0.09732751091703057,0.0,0.006847161572052402,0.0,0.16352838427947597,0.0,0.010270742358078603,0.0,0.009013100436681222,0.0,0.008314410480349345,0.0,0.3149344978165939,0.0,0.01079475982532751,0.0,0.008524017467248908,0.0,0.0008384279475982533,0.0,0.008558951965065502,0.0,0.007441048034934498,0.0,0.007930131004366812,0.0,0.008873362445414847,0.0,0.18592139737991267,0.0,0.0,0.0,0.0
54,0.03695745595186936,0.08623406388769517,0.0,0.08909898295373156,0.0,0.004010886692450939,0.0,0.16100845151124482,0.0,0.007162297665090961,0.0,0.00544334622546913,0.0,0.004727116458960034,0.0,0.35811488325454804,0.0,0.008451511244807334,0.0,0.007162297665090961,0.0,0.0007162297665090961,0.0,0.005156854318865492,0.0,0.00558659217877095,0.0,0.005873084085374588,0.0,0.007592035524996419,0.0,0.20670391061452514,0.0,0.0,0.0,0.0
