CaseID,Feature__00,Feature__01,Feature__02,Feature__03,Feature__04,Feature__05,Feature__06,Feature__07,Feature__08,Feature__09,Feature__10,Feature__11,Feature__12,Feature__13,Feature__14,Feature__15,Feature__16,Feature__17,Feature__18,Feature__19,Feature__20,Feature__21,Feature__22,Feature__23,Feature__24,Feature__25,Feature__26,Feature__27,Feature__28,Feature__29,Feature__30,Feature__31,Feature__32,Feature__33,Feature__34,Feature__35,Feature__36,Feature__37,Feature__38,Feature__39,Feature__40,Feature__41,Feature__42,Feature__43,Feature__44,Feature__45,Feature__46,Feature__47,Feature__48,Feature__49,Feature__50,Feature__51,Feature__52,Feature__53,Feature__54,Feature__55,Feature__56,Feature__57
1,0.0023218017181332712,0.02005456234037613,0.0,0.0006094729510099838,0.0,0.018835616438356163,0.0,0.0007255630369166473,8.706756442999768e-05,0.004933828651033202,0.005224053865799861,0.0003772927791966566,0.000551427908056652,0.0055723241235198515,0.0036278151845832367,0.0007545855583933133,0.0007255630369166473,0.02275365683770606,0.003976085442303227,0.020925237984676107,0.002960297190619921,0.019328999303459486,0.005746459252379847,0.025220571163222662,0.0023508242396099374,0.06445902019967495,0.01152194102623636,0.010302995124216391,0.08184351056419782,0.06152774553053169,0.014075922916182959,0.012885999535639656,0.087386812166241,0.08222080334339447,0.01187021128395635,0.01683306245646622,0.010825400510796378,0.0665486417459949,0.01221848154167634,0.020344787555142792,0.014308103087996285,0.004991873693986533,0.003801950313443232,0.011463895983283028,0.010767355467843047,0.003279544926863246,0.0030763872765265845,0.010186905038309728,0.010099837473879731,0.010302995124216391,0.00023218017181332715,0.009490364522869747,0.009490364522869747,0.006936382632923148,0.00011609008590666357,0.007574878105409798,0.012189459020199675,0.13916299048061295
2,0.002761904761904762,0.02266666666666667,0.0,0.0004761904761904762,9.523809523809524e-05,0.019523809523809523,0.0,0.0005714285714285715,9.523809523809524e-05,0.0029523809523809524,0.004857142857142857,0.0004761904761904762,0.001238095238095238,0.006380952380952381,0.004380952380952381,0.0010476190476190477,0.0006666666666666666,0.022857142857142857,0.005238095238095238,0.02580952380952381,0.0021904761904761906,0.02,0.0044761904761904765,0.02142857142857143,0.0021904761904761906,0.07780952380952381,0.009047619047619047,0.012285714285714285,0.07761904761904762,0.07342857142857143,0.01685714285714286,0.007523809523809524,0.06476190476190476,0.0818095238095238,0.01,0.023428571428571427,0.017047619047619048,0.05561904761904762,0.015809523809523808,0.014952380952380953,0.008666666666666666,0.002,0.004,0.009333333333333334,0.009619047619047619,0.0029523809523809524,0.002285714285714286,0.009619047619047619,0.00980952380952381,0.008095238095238095,0.0,0.009333333333333334,0.007714285714285714,0.007714285714285714,0.0,0.005904761904761905,0.010095238095238095,0.16247619047619047
3,0.002914186507936508,0.025607638888888888,6.200396825396825e-05,0.00021701388888888888,3.1001984126984125e-05,0.021980406746031748,0.0,0.0003410218253968254,9.300595238095238e-05,0.006169394841269841,0.004619295634920635,0.0005270337301587301,0.0006200396825396825,0.005859375,0.005797371031746032,0.0007750496031746031,0.0004650297619047619,0.021825396825396824,0.005022321428571429,0.021918402777777776,0.0023561507936507935,0.017237103174603176,0.004464285714285714,0.021422371031746032,0.003131200396825397,0.08277529761904762,0.013950892857142858,0.0078125,0.09164186507936507,0.08265128968253968,0.01044766865079365,0.01097470238095238,0.10531374007936507,0.07229662698412699,0.013361855158730158,0.013051835317460318,0.010199652777777778,0.055834573412698416,0.010106646825396826,0.01404389880952381,0.012803819444444444,0.0035962301587301585,0.003224206349206349,0.011067708333333334,0.011532738095238096,0.002635168650793651,0.0023251488095238095,0.00961061507936508,0.010695684523809524,0.005642361111111111,3.1001984126984125e-05,0.007006448412698413,0.017051091269841268,0.005208333333333333,3.1001984126984125e-05,0.004619295634920635,0.015966021825396824,0.10903397817460317
4,0.0027993109388458224,0.025870554940322383,3.0761658668635414e-05,0.00030761658668635415,0.0,0.022517534145441123,0.0,0.00033837824535498954,9.228497600590623e-05,0.006275378368401624,0.004860342069644395,0.000522948197366802,0.0006767564907099791,0.005629383536360281,0.005783191829703458,0.0005844715147040728,0.0004921865386981666,0.02245601082810385,0.0048295804109757595,0.022179155900086133,0.0021225544481358436,0.017257290513104467,0.00449120216562077,0.021502399409376153,0.002983880890857635,0.08241048357327427,0.014119601328903655,0.007813461301833394,0.09283868586194167,0.082010582010582,0.010705057216685123,0.011043435462040114,0.10542020425741357,0.07188999630860096,0.01313522825150732,0.012981419958164144,0.010520487264673311,0.05512489233419466,0.010274393995324227,0.013658176448874123,0.012181616832779624,0.003629875722898979,0.002983880890857635,0.011166482096714656,0.011504860342069644,0.0026147409868340103,0.002184077765473114,0.00932078257659653,0.010366678971330133,0.005506336901685739,3.0761658668635414e-05,0.007475083056478406,0.018057093638488987,0.005291005291005291,3.0761658668635414e-05,0.004275870554940322,0.01648824904638858,0.10834256183093392
5,0.001443001443001443,0.016594516594516596,7.215007215007215e-05,0.0002886002886002886,0.0,0.017388167388167387,7.215007215007215e-05,0.0004329004329004329,0.0,0.0021645021645021645,0.0029581529581529584,0.0005772005772005772,7.215007215007215e-05,0.00404040404040404,0.005555555555555556,0.000505050505050505,0.0004329004329004329,0.02106782106782107,0.0017316017316017316,0.013924963924963925,0.0016594516594516595,0.01940836940836941,0.001875901875901876,0.019985569985569985,0.001443001443001443,0.09776334776334776,0.007287157287157287,0.003751803751803752,0.0531024531024531,0.08953823953823954,0.009668109668109668,0.007575757575757576,0.07496392496392497,0.12344877344877345,0.014141414141414142,0.012842712842712843,0.00772005772005772,0.0836940836940837,0.009812409812409812,0.019552669552669554,0.01038961038961039,0.0036075036075036075,0.004834054834054834,0.00735930735930736,0.007070707070707071,0.003968253968253968,0.0035353535353535356,0.010101010101010102,0.010678210678210679,0.008152958152958153,0.0,0.008585858585858586,0.008658008658008658,0.005988455988455988,0.0,0.007864357864357864,0.00974025974025974,0.1409090909090909
6,0.0012278908667631946,0.011774976577804276,1.4195270135990688e-05,0.0001916361468358743,7.097635067995344e-06,0.011668512051784345,1.4195270135990688e-05,0.0003193935780597905,7.097635067995344e-06,0.0023635124776424494,0.0023706101127104447,0.0002413195923118417,0.00019873378190386962,0.002562246259546319,0.002952616188286063,0.00019873378190386962,0.00034068648326377653,0.014734690401158334,0.0016821395111148965,0.013641654600687052,0.0009439854640433807,0.013861681287794907,0.0017602134968628452,0.016182607955029384,0.0013840388382590921,0.054048491042784544,0.004407631377225108,0.005429690827016438,0.061671351105811546,0.06198364704880334,0.005486471907560401,0.004286971581069188,0.07046532095505778,0.074688413820515,0.006565312437895693,0.009113363427306021,0.00753059080714306,0.05994662578428867,0.008055815802174715,0.009461147545637793,0.007168611418675298,0.002555148624478324,0.002640320245294268,0.0056994009596002615,0.005727791499872243,0.001838287482610794,0.0022641455866905147,0.005706498594668256,0.006203333049427931,0.007864179655338841,2.8390540271981376e-05,0.007267978309627232,0.006387871561195809,0.0048192942111688385,2.1292905203986033e-05,0.006139454333815972,0.0068350225704795166,0.3770476677171167
7,0.0013201928095545117,0.015105461913972553,1.5351079180866415e-05,0.0003991280587025268,6.140431672346566e-05,0.014199748242301434,0.0,0.00038377697952166035,4.6053237542599246e-05,0.0036689079242270732,0.0035460992907801418,0.00035307482115992753,0.00024561726689386265,0.003960578428663535,0.0030241625986306836,0.00027631942525559546,0.0005065856129685917,0.018298486383592768,0.002256608639587363,0.016840133861410457,0.001258788492831046,0.01751558134536858,0.002732492094194222,0.023441097909183015,0.001703969789076172,0.06786712105861042,0.005787356851186638,0.0053882287924841114,0.12297749531792085,0.05098093395965737,0.00449786619999386,0.008750115133093856,0.11520984925240245,0.08653403334254398,0.008811519449817323,0.011160234564489883,0.008581253262104327,0.07081452826133677,0.006585612968591692,0.014537471984280495,0.01122163888121335,0.004375057566546928,0.003223726627981947,0.0077983482238801385,0.00706149642319855,0.0022719597187682294,0.0027478431733750884,0.0063706978600595624,0.008796168370636456,0.010991372693500354,3.070215836173283e-05,0.009225998587700715,0.008980381320806852,0.006815879156304688,1.5351079180866415e-05,0.009394860458690245,0.009026434558349452,0.17200884222160817
8,0.0023874705545298275,0.019609091487871648,0.0,0.0005411599923600942,0.0,0.018463105621697333,3.1832940727064365e-05,0.0008276564589036735,0.0,0.004997771694149105,0.00525243521996562,0.000350162347997708,0.0006684917552683517,0.004679442286878462,0.0044566117017890115,0.000700324695995416,0.0006684917552683517,0.02180556439803909,0.0038517858279747885,0.023238046730756988,0.0023556376138027632,0.01722162093334182,0.0030877952505252437,0.020946074998408355,0.0019418093843509264,0.0752212389380531,0.00961354809957344,0.01012287515120647,0.09498949512956006,0.06143757560323423,0.009327051633029859,0.013147004520277583,0.08187432355000955,0.08464378939326415,0.013656331571910613,0.015279811548990895,0.014324823327178965,0.07130578722862418,0.009327051633029859,0.0142929903864519,0.012478512765009232,0.004106449353791303,0.004997771694149105,0.009645381040300502,0.010313872795568854,0.003374291717068823,0.0035334564207041446,0.009581715158846375,0.010982364550837207,0.00897688928503215,9.54988221811931e-05,0.008467562233399121,0.01158719042465143,0.007448908130133062,0.0,0.007544406952314254,0.01012287515120647,0.14009677213981028
9,0.0012223219790799052,0.015165446147522365,0.0,0.00023797419061732667,4.326803465769576e-05,0.014148647333066514,0.0,0.0003245102599327182,6.490205198654365e-05,0.004013110214501282,0.0031910175560050623,0.00021634017328847881,0.0003461442772615661,0.0032667366166560297,0.003450625763951237,0.0003136932512682943,0.00038941231191926185,0.018259110625547612,0.00214176771555594,0.017058422663796553,0.001622551299663591,0.015392603329475268,0.002715069174770409,0.026501671227838655,0.0016982703603145586,0.053327852715610025,0.005495040401527361,0.0052354321935811875,0.11220483087606953,0.04087747574285807,0.006219779982043766,0.010124720109900807,0.10804028254026632,0.08365874501065475,0.007972135385680444,0.012363840903436564,0.008329096671606435,0.07181412052311054,0.006133243912728374,0.018269927634212035,0.013997209211764578,0.0040888292751522495,0.003439808755286813,0.006912068536566898,0.006933702553895746,0.0024338269494953864,0.0026068990881261698,0.006922885545231322,0.009345895486062284,0.013250835613919328,2.163401732884788e-05,0.009508150616028643,0.007993769403009292,0.007009421614546713,4.326803465769576e-05,0.008415632740921825,0.008156024532975651,0.20706999686306748
10,0.0017387675615523717,0.014049241897343164,0.0,0.00024342745861733204,0.0,0.014953401029350397,0.0,0.0004173042147725692,0.0,0.004659897064960356,0.0045207956600361665,0.0003129781610794269,0.0004868549172346641,0.00514675198219502,0.00392961468910836,0.00034775351231047433,0.0006607316733899013,0.023508137432188065,0.005320628738350258,0.018500486854917234,0.00135623869801085,0.02319515927110864,0.005007650577270831,0.026116288774516622,0.0015648908053971346,0.0731673389901238,0.013979691194881069,0.011336764501321463,0.08012240923633329,0.06308248713312005,0.016205313673668103,0.015648908053971344,0.08095701766587843,0.07841841702601196,0.014675198219502018,0.02152594241201836,0.011893170121018223,0.06579496452914174,0.0162748643761302,0.022395326192794548,0.013249408819029073,0.0027820280984837947,0.003686187230491028,0.009702322993462234,0.010050076505772708,0.0022603978300180833,0.0032341076644874112,0.009667547642231187,0.011371539852552511,0.010084851857003755,0.0,0.011301989150090416,0.00841563499791348,0.006085686465433301,0.0,0.008206982890527193,0.009111142022534428,0.13927528168034498
